100 kDa ileum brush border membrane protei	3.4.17.21
MAPKK-like protein kinas	2.7.12.2
MAPK/MAK/MRK overlapping kinas	2.7.11.22
MAPK-upstream kinas	2.7.11.25
MAP/microtubule affinity-regulating kinase	2.7.11.1
MAP/microtubule affinity-regulating kinase-like	2.7.11.1
MAP three kinase	2.7.11.25
M.Aqui	2.1.1.37
M.AquI	2.1.1.37
M.AquI subunit alph	2.1.1.37
M.AquI subunit bet	2.1.1.37
mAr	3.1.-.-
Marapsi	3.4.21.-
Marapsin-	3.4.21.-
MARCH-	6.3.2.-
MARCH-I	6.3.2.-
MARCH-II	6.3.2.-
MARCH-V	6.3.2.-
MARCH-VI	6.3.2.-
MARCH-VII	6.3.2.-
MARCH-X	6.3.2.-
Mariner Mos1 transposas	3.1.-.-
Mariner transposase Hsmar	2.1.1.43
Maritimaci	3.4.-.-
Marneral synthas	5.4.99.-
MART-	2.3.1.-
MASA homolo	3.1.3.77
Masculinisation of germline protein	5.2.1.8
Masculinization of germline protein	3.6.4.13
MASP-	3.4.21.-
MASP-	3.4.21.104
mAspA	2.6.1.1
Mast cell carboxypeptidase	3.4.17.1
Mast cell chymas	3.4.21.39
Mast cell chymase	3.4.21.39
Mast cell mMCP-7-lik	3.4.21.59
Mast cell protease 1	3.4.21.-
Mast cell protease	3.4.21.-
Mast cell protease	3.4.21.39
Mast cell protease	3.4.21.59
Mast cell protease I	3.4.21.-
Mast cell protease II	3.4.21.39
Mast cell protease-like protei	3.4.21.-
Mast cell protease VII	3.4.21.-
Mast cell tryptas	3.4.21.59
Master replication protei	2.7.7.-
Masti	3.4.21.-
Mastocytoma proteas	3.4.21.-
Mast/stem cell growth factor recepto	2.7.10.1
Mast/stem cell growth factor receptor-related protei	2.7.10.1
MAT	2.5.1.6
Maternal effect lethal protein 3	2.1.2.1
Maternal-effect sterile 4 homolo	2.1.1.43
Maternal-effect sterile protein	2.1.1.43
Maternal embryogenesis control protei	2.1.1.43
Maternal embryonic leucine zipper kinas	2.7.11.1
Maternal expression at 31	3.6.4.13
Maternally-expressed histone deacetylas	3.5.1.98
M.Ath	2.1.1.37
MAT-I	2.5.1.6
MAT-I/II	2.5.1.6
Mating factor A secretion protein STE	3.6.3.48
Matri	3.4.24.23
Matrilysi	3.4.24.23
Matrilysin-	3.4.24.-
Matrin-cy	5.2.1.8
Matrin cyclophili	5.2.1.8
Matriptas	3.4.21.109
Matriptase-	3.4.21.-
Matrix metallopeptidase 23	3.4.24.-
Matrix metalloproteinase-1	3.4.24.-
Matrix metalloproteinase-1	3.4.24.22
Matrix metalloproteinase-1	3.4.24.65
Matrix metalloproteinase-1	3.4.24.7
Matrix metalloproteinase-1	3.4.24.80
Matrix metalloproteinase-2	3.4.24.-
Matrix metalloproteinase-23, soluble for	3.4.24.-
Matrix metalloproteinase-	3.4.24.17
Matrix metalloproteinase-	3.4.24.23
Matrix metalloproteinase-	3.4.24.24
Matrix metalloproteinase-	3.4.24.34
Matrix metalloproteinase-	3.4.24.35
Matrix metalloproteinase-	3.4.24.7
Matrix metalloproteinase RAS	3.4.24.-
Matrix protei	3.4.23.50
Matrix protein MPL-	4.2.1.1
Matrix protein p1	3.4.23.-
Matrix protein p1	3.4.23.16
Matrix-remodeling-associated protein	3.6.3.8
Maturase-like RF3 protei	3.1.21.-
Maturation factor	3.1.-.-
Matured fruit 60 kDa protei	1.2.1.3
M.Ava	2.1.1.113
MAWD-binding protei	5.1.-.-
Maxicircle iron-sulfur protein	1.6.5.3
MAX-interacting protein	2.7.11.24
M.Bab	2.1.1.72
M.BamH	2.1.1.113
M.BamHI	2.1.1.113
M.Ban	2.1.1.37
M.BanII	2.1.1.72
M.Bbv	2.1.1.37
MBD-	3.4.13.19
M.Bep	2.1.1.37
mBG	6.2.1.3
M.Bgl	2.1.1.113
M.BglI	2.1.1.113
mBL	3.6.4.12
MBL-associated serine protease	3.4.21.104
mbNAD-MD	1.1.1.37
Mbo dnaB intei	3.6.4.12
Mbo recA intei	3.1.-.-
MBP-	4.2.1.11
MBP kinas	2.7.11.24
mBR-ST	2.8.2.-
MBS	3.4.21.-
M.BseC	2.1.1.72
M.Bsl	2.1.1.113
M.BsoB	2.1.1.113
M.Bsp6	2.1.1.37
M.BspR	2.1.1.37
M.BstV	2.1.1.72
M.BsuB	2.1.1.72
M.BsuF	2.1.1.37
M.BsuMORF677	2.1.1.-
M.BsuR	2.1.1.37
M.BthVORF4518	2.1.1.72
mBUB	2.7.11.1
M.BusHemK	2.1.1.-
MC	2.3.1.39
M-C	2.7.3.2
MC	2.7.7.60
MC	4.1.1.9
MC	5.4.99.2
mC6ST-	2.8.2.17
MCA	1.3.99.3
mCACH-	3.1.2.1
M-calpai	3.4.22.53
mCAP	3.4.21.-
MCB-bet	5.4.99.2
MCCase subunit alph	6.4.1.4
MCCase subunit bet	6.4.1.4
MC-CP	3.4.17.1
M.CcrM	2.1.1.72
M.CcrMI ortholo	2.1.1.72
MCD4 homolo	2.-.-.-
MCE	3.1.3.33
mCEPT	2.7.8.1
M.Ceq	2.1.1.72
mCER	2.7.1.138
M.Cfr9	2.1.1.113
M.CfrB	2.1.1.113
mCHPT	2.7.8.2
mCKLi	2.7.11.17
Mcl-1 ubiquitin ligase E	6.3.2.-
mCLOC	2.3.1.48
MCM	2.1.1.37
MCM-alph	5.4.99.2
MCM-bet	5.4.99.2
MCNA	3.1.-.-
Mcol-	3.4.24.7
mCOP	6.3.2.-
MCP	3.1.3.16
MCP	3.4.17.-
MCP-	3.4.21.-
MCP 7	3.4.24.28
MCP-induced protein	3.1.-.-
MCR I alph	2.8.4.1
MCR I bet	2.8.4.1
MCR I gamm	2.8.4.1
MCR II alph	2.8.4.1
MCR II bet	2.8.4.1
MCR II gamm	2.8.4.1
Mcs4-associated kinase	2.7.13.3
MCSP-	3.4.21.-
MCSP	3.4.21.-
MCT	2.7.7.60
M.CviAI	2.1.1.72
M.CviB	2.1.1.72
M.CviBII	2.1.1.72
M.CviJ	2.1.1.37
M.CviR	2.1.1.72
mCYP39A	1.14.13.99
MD	1.1.1.67
MD	1.1.99.31
MD	4.1.1.33
MDA	1.6.5.4
MDA-	3.6.4.13
MDAR	1.6.5.4
MDAR frui	1.6.5.4
MDARI	1.6.5.4
MDAR seedlin	1.6.5.4
MDC-1	3.4.24.-
MDC-	3.4.24.-
MDDas	4.1.1.33
M.Dde	2.1.1.37
mDEAD	3.6.4.13
MD-FALD	1.2.1.66
MDG	3.1.1.-
MDH-associated peptid	1.1.99.8
MDH large subunit alph	1.1.99.8
MDH small subunit bet	1.1.99.8
mDK-	2.7.10.1
mDomin	3.6.4.-
MDP	2.7.11.1
MDP-	3.1.3.-
MdPin	5.2.1.8
M.DpnII	2.1.1.72
MDR1	3.6.3.44
M.Dsa	2.1.1.37
ME2GLYD	1.5.99.2
ME	3.1.3.48
ME	3.4.22.15
ME	3.4.24.16
ME	3.4.24.20
ME	6.3.2.-
M.Eca	2.1.1.72
MECDP-synthas	4.6.1.12
Mechanistic target of rapamyci	2.7.11.1
M.Eco47I	2.1.1.37
M.Eco57I	2.1.1.72
M.Eco57I	3.1.21.4
M.Eco67Da	2.1.1.72
M.EcoDa	2.1.1.72
M.EcoDc	2.1.1.37
M.EcoE	2.1.1.72
M.EcoK	2.1.1.72
M.EcoKHemK	2.1.1.-
M.EcoP15	2.1.1.72
M.EcoP	2.1.1.72
M.Ecoprr	2.1.1.72
M.EcoR124I	2.1.1.72
M.EcoR	2.1.1.72
M.EcoRI	2.1.1.37
M.EcoT2Da	2.1.1.72
M.EcoT4Da	2.1.1.72
MECP	2.7.7.60
MECP	4.6.1.12
MED	1.1.1.244
MED	1.1.99.8
Mediator complex subunit cdk-	2.7.11.22
Mediator complex subunit cdk	2.7.11.22
Mediator complex subunit Cdk	2.7.11.22
Mediator complex subunit CDK	2.7.11.22
Mediator of RhoA-dependent invasio	5.3.1.23
Mediator of RNA polymerase II transcription subunit cdk-	2.7.11.22
Mediator of RNA polymerase II transcription subunit cdk	2.7.11.22
Mediator of RNA polymerase II transcription subunit Cdk	2.7.11.22
Mediator of RNA polymerase II transcription subunit CDK	2.7.11.22
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenas	1.1.1.35
Medium-chain acyl-CoA oxidas	1.3.3.6
Medium-chain acyl-CoA synthetas	6.2.1.-
Medium chain alpha-hydroxy acid oxidas	1.1.3.15
Medium-chain-fatty-acid--CoA ligas	6.2.1.-
Medium-chain fatty acid ethyl ester synthase/esterase	2.3.1.84
Medium-chain L-2-hydroxy acid oxidas	1.1.3.15
Medium-chain specific acyl-CoA dehydrogenase, mitochondria	1.3.99.3
Medulla oblongata-derived protei	2.7.8.27
Medullasi	3.4.21.37
MEETR	2.7.13.3
MEF2-interacting transcription repressor MIT	3.5.1.98
Meg-	3.4.24.-
Megakaryocyte-associated tyrosine-protein kinas	2.7.10.2
Mei4-dependent protein	2.7.11.1
Mei4-dependent protein	3.2.1.1
Meiosis and centromere regulatory kinas	2.7.11.1
Meiosis-induced factor containing a PR/SET domain and zinc-finger moti	2.1.1.43
Meiosis induction protein kinase IME2/SME	2.7.11.1
Meiosis-specific serine/threonine-protein kinase mek	2.7.11.1
Meiosis-specific serine/threonine-protein kinase MEK	2.7.11.1
Meiosis-specific sporulation-specific protein 1	3.1.4.4
Meiotically up-regulated gene 120 protei	3.4.22.-
Meiotically up-regulated gene 138 protei	3.4.24.-
Meiotically up-regulated gene 139 protei	3.4.24.-
Meiotically up-regulated gene 140 protei	6.3.2.-
Meiotically up-regulated gene 141 protei	3.4.19.12
Meiotically up-regulated gene 142 protei	2.3.1.-
Meiotically up-regulated gene 189 protei	2.7.11.1
Meiotically up-regulated gene 25 protei	2.7.11.1
Meiotically up-regulated gene 27 protei	2.7.11.1
Meiotically up-regulated gene 29 protei	2.7.11.1
Meiotically up-regulated gene 30 protei	6.3.2.-
Meiotically up-regulated gene 34 protei	3.6.4.12
Meiotically up-regulated gene 40 protei	2.7.7.7
Meiotically up-regulated gene 49 protei	2.4.1.134
Meiotically up-regulated gene 58 protei	2.7.-.-
Meiotically up-regulated gene 59 protei	2.3.-.-
Meiotically up-regulated gene 76 protei	2.1.1.-
Meiotically up-regulated gene 81 protei	3.6.4.-
Meiotically up-regulated gene 83 protei	2.3.1.24
Meiotically up-regulated gene 92 protei	2.7.11.1
Meiotic expression up-regulated protein	1.2.1.8
Meiotic expression up-regulated protein 1	3.2.1.3
Meiotic expression up-regulated protein 2	2.4.1.34
Meiotic expression up-regulated protein	3.2.1.1
Meiotic expression up-regulated protein 3	3.2.1.1
Meiotic mRNA stability protein kinase SSN	2.7.11.22
Meiotic protein 4	2.7.11.1
Meiotic recombination protein rdh5	3.6.4.12
Meiotic sister-chromatid recombination protein	1.2.1.-
Meiotic spindle formation protein mei-	3.6.4.3
mEK	2.7.10.1
MEK	2.7.12.2
MEKK 1	2.7.11.25
MEKK1-related protein	6.3.2.-
MEKK	2.7.11.25
MEKKalph	2.7.11.25
MEK kinase 1	2.7.11.25
MEK kinase	2.7.11.25
MEK kinase kinase	2.7.11.1
MEKKK	2.7.11.1
MEL	2.5.1.32
MEL	3.2.1.22
Melamine deaminas	3.5.4.n3
Melanoma antigen gp7	1.14.18.-
Melanoma antigen recognized by T-cells	2.3.1.-
Melanoma-associated antigen MG5	1.11.1.7
Melanoma differentiation-associated protein	3.6.4.13
Melanoma receptor tyrosine-protein kinas	2.7.10.1
Melastatin-related TRP cation channel	2.7.11.1
Melibias	3.2.1.22
Melibiase	3.2.1.22
Melittin resistance protein pqa	2.4.2.n1
Meltrin-alph	3.4.24.-
Meltrin-bet	3.4.24.-
Meltrin-gamm	3.4.24.-
Memapsin-	3.4.23.45
Memapsin-	3.4.23.46
Memar polC intei	2.7.7.7
Memar pol II intei	2.7.7.7
Membrane alanyl aminopeptidas	3.4.11.-
Membrane antigen M	4.2.1.1
Membrane antigen MN homolo	4.2.1.1
Membrane-associated aspartic protease	3.4.23.45
Membrane-associated aspartic protease	3.4.23.46
Membrane-associated ATPase epsilon chai	3.6.3.14
Membrane-associated phosphatidic acid-selective phospholipase A1-alph	3.1.1.-
Membrane-associated phosphatidic acid-selective phospholipase A1-bet	3.1.1.-
Membrane-associated RING-CH protein	6.3.2.-
Membrane-associated RING-CH protein I	6.3.2.-
Membrane-associated RING-CH protein II	6.3.2.-
Membrane-associated RING-CH protein V	6.3.2.-
Membrane-associated RING-CH protein VI	6.3.2.-
Membrane-associated RING-CH protein VII	6.3.2.-
Membrane-associated RING-CH protein X	6.3.2.-
Membrane-associated RING finger protein 1	6.3.2.-
Membrane-associated RING finger protein	6.3.2.-
Membrane-associated sulfotransferase kil	2.8.2.-
Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinas	2.7.11.1
Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase wee-1.	2.7.11.1
Membrane-associated zinc finger protein DHHC2	2.3.1.-
membrane-binding protei	3.6.4.-
Membrane-binding protei	3.6.4.-
Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone	1.2.99.3
Membrane-bound alkaline phosphatas	3.1.3.1
Membrane-bound Am	3.4.11.9
Membrane-bound aminopeptidase	3.4.11.9
Membrane-bound AP	3.4.11.9
Membrane-bound dipeptidase	3.4.13.19
Membrane-bound hydrogenase 1 large subuni	1.12.99.6
Membrane-bound hydrogenase 1 small subuni	1.12.99.6
Membrane-bound hydrogenase 2 large subuni	1.12.99.6
Membrane-bound hydrogenase 2 small subuni	1.12.99.6
Membrane-bound hydrogenase large subuni	1.12.5.1
Membrane-bound hydrogenase large subuni	1.12.99.6
Membrane-bound hydrogenase small subuni	1.12.5.1
Membrane-bound hydrogenase small subuni	1.12.99.6
Membrane-bound lytic murein transglycosylase	3.2.1.-
Membrane-bound lytic murein transglycosylase	4.2.2.n1
Membrane-bound lytic murein transglycosylase A homolo	4.2.2.n1
Membrane-bound lytic murein transglycosylase F	4.2.2.n1
Membrane-bound O-acyltransferase domain-containing protein	2.3.-.-
Membrane-bound O-acyltransferase domain-containing protein	2.3.1.-
Membrane-bound proton-translocating pyrophosphatas	3.6.1.1
Membrane-bound proton-translocating pyrophosphatase	3.6.1.1
Membrane-bound ribosome protein complex 50 kDa subuni	1.8.1.4
Membrane-bound transcription factor site-1 proteas	3.4.21.112
Membrane-bound transcription factor site-2 proteas	3.4.24.85
Membrane component chromosome 6 surface marker	3.1.4.1
Membrane glutamate carboxypeptidas	3.4.17.21
Membrane glycoprotein H1	3.4.11.2
Membrane-interacting protein of RGS1	3.1.4.44
Membrane lipid desaturas	1.14.-.-
Membrane metallo-endopeptidase-like 1, soluble for	3.4.24.11
Membrane metallo-endopeptidase-like	3.4.24.11
Membrane metalloprotease	3.4.24.-
Membrane primary amine oxidas	1.4.3.21
Membrane protei	3.6.4.-
Membrane protein 5	1.4.1.3
Membrane protein antigen	2.1.2.-
Membrane protein p16	3.4.11.2
Membrane protein SB8	2.4.1.-
Membrane sialidas	3.2.1.18
Membrane-type-1 matrix metalloproteinas	3.4.24.80
Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein	1.13.-.-
Membrane-type-2 matrix metalloproteinas	3.4.24.-
Membrane-type-3 matrix metalloproteinas	3.4.24.-
Membrane-type-4 matrix metalloproteinas	3.4.24.-
Membrane-type-5 matrix metalloproteinas	3.4.24.-
Membrane-type-6 matrix metalloproteinas	3.4.24.-
Membrane-type matrix metalloproteinase	3.4.24.-
Membrane-type matrix metalloproteinase	3.4.24.80
Membrane-type mosaic serine proteas	3.4.21.-
Membrane-type serine protease	3.4.21.-
Membrane-type serine protease	3.4.21.109
Memory-related gene 2 protei	1.4.1.3
Menadione reductas	1.6.5.2
Menaquinone biosynthesis methyltransferase ubi	2.1.1.-
Menaquinone biosynthesis protein men	2.2.1.9
Menaquinone-specific isochorismate synthas	5.4.4.2
mEnd	3.2.1.130
Meningioma-expressed antigen	3.2.1.52
Menkes disease-associated protei	3.6.3.4
Menkes disease-associated protein homolo	3.6.3.4
Menthone:neomenthol reductas	1.1.1.208
Menthone:neomenthol reductase	1.1.1.208
MEP-	3.4.24.18
MePC	2.1.1.-
MEP cytidylyltransferas	2.7.7.60
MEP cytidylyltransferase	2.7.7.60
Mephenytoin 4-hydroxylas	1.14.13.80
Meprin	3.4.24.63
Meprin A subunit alph	3.4.24.18
Meprin A subunit bet	3.4.24.63
Mercuric reductas	1.16.1.1
MERI-5 protei	2.4.1.207
MERI5 protei	2.4.1.207
Meristem protein	2.4.1.207
Mersacidin decarboxylas	4.1.1.-
Mersacidin-modifying enzyme mrs	4.1.1.-
Mesentericin-Y105 transport/processing ATP-binding protein mes	3.4.22.-
Meso-2,3-butanediol dehydrogenas	1.1.1.304
Meso-A2pm-adding enzym	6.3.2.13
Meso-A2pm-adding enzyme	6.3.2.13
Meso-DAP dehydrogenas	1.4.1.16
Mesoderm-specific transcript homolog protei	3.-.-.-
Mesoderm-specific transcript protei	3.-.-.-
Meso-diaminopimelate-adding enzym	6.3.2.13
Meso-diaminopimelate-adding enzyme	6.3.2.13
Meso-diaminopimelate D-dehydrogenas	1.4.1.16
Mesotrypsinoge	3.4.21.4
Met-1 serine proteas	3.4.21.-
Met-	2.1.1.29
Met-	2.1.1.37
Metacaspase-1	3.4.22.-
Metacaspase-	3.4.22.-
Metacaspase-9 subunit p1	3.4.22.-
Metacaspase-9 subunit p2	3.4.22.-
Metallo-beta-lactamase domain-containing protein	3.-.-.-
Metallo-beta-lactamase L	3.5.2.6
Metallocarboxypeptidase	3.4.17.-
Metallocarboxypeptidase	3.4.17.22
Metallocarboxypeptidase A-like protein MCYG_0147	3.4.17.-
Metallocarboxypeptidase CPX-	3.4.17.-
Metallochaperone sly	5.2.1.8
Metallo DD-peptidas	3.4.17.14
Metalloendopeptidase	3.4.24.41
Metalloendopeptidase G	3.4.24.-
Metalloendopeptidase homolog PE	3.4.24.-
Metalloendopeptidase OMA1, mitochondria	3.4.24.-
Metalloendoproteinase	3.4.24.-
Metallo lactamase BlaB-	3.5.2.6
Metallopeptidase imm	3.4.-.-
Metallophosphoesterase 1 homolo	3.1.-.-
Metallophosphoesterase	3.1.-.-
Metallophosphoesterase domain-containing protein	3.1.-.-
Metallophosphoesterase MPPED	3.1.-.-
Metalloprotease	3.4.24.-
Metalloprotease and disintegrin dendritic antigen marke	3.4.24.-
Metalloprotease colloi	3.4.24.-
Metalloprotease/disintegrin/cysteine-rich protein	3.4.24.-
Metalloprotease mmp	3.4.24.-
Metalloprotease MPROT1	3.4.17.23
Metalloprotease of 112 kD	3.4.24.-
Metalloprotease-related protein	3.4.24.-
Metalloprotease RGD disintegrin protei	3.4.24.-
Metalloprotease stc	3.4.24.-
Metalloprotease xolloi	3.4.24.-
Metalloprotease xolloid-lik	3.4.24.-
Metalloproteinas	3.4.24.-
Metalloproteinase-	3.4.24.-
Metalloproteinase aculysin-	3.4.24.-
Metalloproteinase atrolysin-	3.4.24.44
Metalloproteinase Eoc	3.4.24.-
Metalloproteinase graminelysi	3.4.24.-
Metalloproteinase hxl-	3.4.24.-
Metalloproteinase insularinase-	3.4.24.-
Metalloproteinase jararafibrase-	3.4.24.-
Metalloproteinase kistomi	3.4.24.-
Metalloproteinase lebetase-	3.4.24.-
Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 1	3.4.24.-
Metalloproteinase-like, disintegrin-like, and cysteine-rich protein	3.4.24.-
Metalloproteinase MD	3.4.24.-
Metalloproteinase Mt-	3.4.24.-
Metalloproteinase rhodostoxi	3.4.24.-
Metalloproteinase saxi	3.4.24.-
Metalloproteinase TJM-	3.4.24.-
Metalloproteinase TM-	3.4.24.-
Metalloproteinase ussuri	3.4.24.-
Metalloreductase STEAP	1.16.1.-
Metallothiol transferase fos	2.5.1.-
Metallothiol transferase fosB	2.5.1.-
Metaloprotease in the female reproductive trac	3.4.24.-
Metal-transporting ATPase Mta7	3.6.3.-
MetAP 1	3.4.11.18
MetAP 2	3.4.11.18
MetAP	3.4.11.18
Metaphosphatas	3.6.1.11
Metapyrocatechas	1.13.11.2
Metapyrocatechase	1.13.11.2
Metargidi	3.4.24.-
Met-as	3.4.21.-
Metastasis inhibition factor nm2	2.7.4.6
Metastasis inhibition factor NM2	2.7.4.6
Metastatic lymph node gene 19 protei	2.7.10.1
METH-	3.4.24.-
Methane hydroxylas	1.14.13.25
Methane monooxygenase component	1.14.13.25
Methane monooxygenase component A alpha chai	1.14.13.25
Methane monooxygenase component A beta chai	1.14.13.25
Methane monooxygenase component A gamma chai	1.14.13.25
Methane monooxygenase reductas	1.14.13.25
Methanesulfonate monooxygenas	1.14.14.5
Methanesulfonate sulfonatas	1.14.14.5
Methanol dehydrogenase subunit	1.1.99.8
Methanol oxidas	1.1.3.13
Methanol utilization control sensor protein mox	2.7.3.-
Methenyl-H4MPT cyclohydrolas	3.5.4.27
Methenyltetrahydrofolate cyclohydrolas	1.5.1.15
Methenyltetrahydrofolate cyclohydrolas	1.5.1.5
Methenyltetrahydrofolate cyclohydrolas	3.5.4.9
Methenyltetrahydromethanopterin cyclohydrolas	3.5.4.27
Methenyl-THF synthetas	6.3.3.2
Methionine adenosyltransferas	2.5.1.6
Methionine adenosyltransferase	2.5.1.6
Methionine adenosyltransferase I	2.5.1.6
Methionine adenosyltransferase I/II	2.5.1.6
Methionine aminopeptidas	3.4.11.18
Methionine aminopeptidase 1	3.4.11.18
Methionine aminopeptidase 1B, chloroplasti	3.4.11.18
Methionine aminopeptidase 1C, chloroplastic/mitochondria	3.4.11.18
Methionine aminopeptidase 1D, chloroplastic/mitochondria	3.4.11.18
Methionine aminopeptidase 1D, mitochondria	3.4.11.18
Methionine aminopeptidase 2	3.4.11.18
Methionine aminopeptidase	3.4.11.18
Methionine gamma-lyas	4.4.1.11
Methionine import ATP-binding protein Met	3.6.3.-
Methionine import ATP-binding protein MetN	3.6.3.-
Methionine-requiring protein	2.7.7.4
Methionine-R-sulfoxide reductase B1-	1.8.4.-
Methionine-R-sulfoxide reductase B	1.8.4.-
Methionine-R-sulfoxide reductase B2, mitochondria	1.8.4.-
Methionine-R-sulfoxide reductase B3, mitochondria	1.8.4.-
Methionine S-methyltransferas	2.1.1.12
Methionine-S-sulfoxide reductas	1.8.4.11
Methionine synthas	2.1.1.-
Methionine synthas	2.1.1.13
Methionine synthase reductas	1.16.1.8
Methionine synthase, vitamin-B12 dependen	2.1.1.13
Methionine synthase, vitamin-B12-dependen	2.1.1.13
Methionine synthase, vitamin-B12 independent isozym	2.1.1.14
Methionine--tRNA ligas	6.1.1.10
Methionine--tRNA ligase	6.1.1.10
Methionyl-tRNA formyltransferas	2.1.2.9
Methionyl-tRNA formyltransferase, mitochondria	2.1.2.9
Methionyl-tRNA synthetas	6.1.1.10
Methionyl-tRNA synthetase	6.1.1.10
Methionyl-tRNA synthetase, cytoplasmi	6.1.1.10
Methionyl-tRNA synthetase, mitochondria	6.1.1.10
Methoxy mycolic acid synthase	2.1.1.-
Methoxyneurosporene dehydrogenas	1.14.99.-
Methylamine dehydrogenase heavy chai	1.4.99.3
Methylamine dehydrogenase light chai	1.4.99.3
Methylamine dehydrogenase subunit bet	1.4.99.3
Methylamine oxidas	1.4.3.21
Methylamine utilization protein mau	1.-.-.-
Methylarsonite methyltransferas	2.1.1.137
Methylaspartate ammonia-lyas	4.3.1.2
Methylaspartate mutase E chai	5.4.99.1
Methylaspartate mutase S chai	5.4.99.1
Methylaspartate mutase S chain	5.4.99.1
Methylated-DNA--protein-cysteine methyltransferas	2.1.1.63
Methylcitrate synthas	2.3.3.5
Methylcitrate synthase	2.3.3.5
Methylcobamide:CoM methyltransferase II isozyme	2.1.1.-
Methylcobamide:CoM methyltransferase mtb	2.1.1.-
Methyl-coenzyme M reductase II subunit alph	2.8.4.1
Methyl-coenzyme M reductase II subunit bet	2.8.4.1
Methyl-coenzyme M reductase II subunit gamm	2.8.4.1
Methyl-coenzyme M reductase I subunit alph	2.8.4.1
Methyl-coenzyme M reductase I subunit bet	2.8.4.1
Methyl-coenzyme M reductase I subunit gamm	2.8.4.1
Methyl-coenzyme M reductase subunit alph	2.8.4.1
Methyl-coenzyme M reductase subunit bet	2.8.4.1
Methyl-coenzyme M reductase subunit gamm	2.8.4.1
Methyl-CpG-binding domain protein	3.2.2.-
Methyl-CpG-binding endonuclease	3.2.2.-
Methyl-CpG-binding protein MBD	3.2.2.-
Methylcrotonoyl-CoA carboxylase beta chain, mitochondria	6.4.1.4
Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondria	6.4.1.4
Methylcytosine dioxygenase TET	1.14.11.n2
Methylene-fatty-acyl-phospholipid synthas	2.1.1.16
Methylene-H(4)MPT reductas	1.5.99.11
Methylenetetrahydrofolate dehydrogenas	1.5.1.-
Methylenetetrahydrofolate dehydrogenas	1.5.1.5
Methylenetetrahydrofolate dehydrogenase [NAD+	1.5.1.15
Methylenetetrahydrofolate reductas	1.5.1.20
Methylenetetrahydrofolate reductase	1.5.1.20
Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase trmF	2.1.1.74
Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase trmFO	2.1.1.74
Methylesterase 1	3.1.1.82
Methylglutaconyl-CoA hydratase, mitochondria	4.2.1.18
Methylglyoxalas	4.4.1.5
Methylglyoxal reductas	1.1.1.-
Methylglyoxal synthas	4.2.3.3
Methylisocitrate lyas	4.1.3.30
Methylmalonate semialdehyde dehydrogenase [acylating]	1.2.1.27
Methylmalonate semialdehyde dehydrogenase [acylating	1.2.1.27
Methylmalonate-semialdehyde dehydrogenase [acylating	1.2.1.27
Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondria	1.2.1.27
Methylmalonic aciduria type A homolog, mitochondria	3.6.-.-
Methylmalonic aciduria type A protein	3.6.-.-
Methylmalonic aciduria type A protein, mitochondria	3.6.-.-
Methylmalonic aciduria type B homolo	2.5.1.17
Methylmalonic aciduria type B protei	2.5.1.17
Methylmalonyl-CoA carboxyltransferase 12S subuni	2.1.3.1
Methylmalonyl-CoA carboxyltransferase 1.3S subuni	2.1.3.1
Methylmalonyl-CoA carboxyltransferase 5S subuni	2.1.3.1
Methylmalonyl-CoA decarboxylas	4.1.1.41
Methylmalonyl-CoA epimerase, mitochondria	5.1.99.1
Methylmalonyl-CoA isomeras	5.4.99.2
Methylmalonyl-CoA mutas	5.4.99.2
MethylmalonylCoA mutase homolog	5.4.99.2
Methylmalonyl-CoA mutase large subuni	5.4.99.2
Methylmalonyl-CoA mutase, mitochondria	5.4.99.2
Methylmalonyl-CoA mutase small subuni	5.4.99.2
Methyl methanesulfonate-sensitivity protein 2	6.3.2.-
Methylphosphotriester-DNA alkyltransferas	2.1.1.-
Methylsterol monooxygenas	1.14.13.72
Methylthioalkylmalate synthase 1, chloroplasti	2.3.3.-
