(+)-abscisic acid 8'-hydroxylase	1.14.13.93
glycoprotein O-fatty-acyltransferase	2.3.1.142
glycoprotein endo-alpha-1,2-mannosidase	3.2.1.130
glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase	2.4.1.122
glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase	2.4.1.40
glycosaminoglycan galactosyltransferase	2.4.1.74
glycosphingolipid deacylase	3.5.1.69
glycosulfatase	3.1.6.3
glycosylceramidase	3.2.1.62
glycosylphosphatidylinositol diacylglycerol-lyase	4.6.1.14
glycosylphosphatidylinositol phospholipase D	3.1.4.50
glycylpeptide N-tetradecanoyltransferase	2.3.1.97
glycyrrhizinate beta-glucuronidase	3.2.1.128
glyoxylate dehydrogenase (acylating)	1.2.1.17
glyoxylate oxidase	1.2.3.5
glyoxylate reductase	1.1.1.26
glyoxylate reductase (NADP+)	1.1.1.79
gpr endopeptidase	3.4.24.78
granzyme K	3.4.21.B4 (preliminary BRENDA-supplied EC number)
granzyme M	3.4.21.B2 (preliminary BRENDA-supplied EC number)
guanidinoacetase	3.5.3.2
guanidinoacetate N-methyltransferase	2.1.1.2
guanidinoacetate kinase	2.7.3.1
guanidinobutyrase	3.5.3.7
guanidinodeoxy-scyllo-inositol-4-phosphatase	3.1.3.40
guanine deaminase	3.5.4.3
guanine-transporting ATPase	3.6.3.37
guanosine deaminase	3.5.4.15
guanosine phosphorylase	2.4.2.15
guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	3.1.7.2
guanosine-5'-triphosphate,3'-diphosphate diphosphatase	3.6.1.40
guanosine-diphosphatase	3.6.1.42
guanosine-triphosphate guanylyltransferase	2.7.7.45
guanylate cyclase	4.6.1.2
guanylate kinase	2.7.4.8
halimadienyl-diphosphate synthase	5.5.1.16
haloacetate dehalogenase	3.8.1.3
haloalkane dehalogenase	3.8.1.5
hamamelose kinase	2.7.1.102
helper-component proteinase	3.4.22.45
heme oxygenase	1.14.99.3
heme-transporting ATPase	3.6.3.41
hepacivirin	3.4.21.98
heparan-alpha-glucosaminide N-acetyltransferase	2.3.1.78
heparanase	3.2.1.B2 (preliminary BRENDA-supplied EC number)
heparin lyase	4.2.2.7
heparin-sulfate lyase	4.2.2.8
heparosan-N-sulfate-glucuronate 5-epimerase	5.1.3.17
hepoxilin-epoxide hydrolase	3.3.2.7
hepsin	3.4.21.106
heteroglycan alpha-mannosyltransferase	2.4.1.48
heterotrimeric G-protein GTPase	3.6.5.1
hexadecanal dehydrogenase (acylating)	1.2.1.42
hexadecanol dehydrogenase	1.1.1.164
hexaprenyldihydroxybenzoate methyltransferase	2.1.1.114
hexokinase	2.7.1.1
hexose oxidase	1.1.3.5
high-mannose-oligosaccharide beta-1,4-N-acetylglucosaminyltransferase	2.4.1.197
hippostasin	3.4.21.B42 (preliminary BRENDA-supplied EC number)
hippurate hydrolase	3.5.1.32
histamine N-methyltransferase	2.1.1.8
histidine N-acetyltransferase	2.3.1.33
histidine ammonia-lyase	4.3.1.3
histidine kinase	2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine)
histidine transaminase	2.6.1.38
histidinol dehydrogenase	1.1.1.23
histidinol-phosphatase	3.1.3.15
histidinol-phosphate transaminase	2.6.1.9
histone acetyltransferase	2.3.1.48
histone deacetylase	3.5.1.98
histone-arginine N-methyltransferase	2.1.1.125
histone-lysine N-methyltransferase	2.1.1.43
holo-[acyl-carrier-protein] synthase	2.7.8.7
holocytochrome-c1 synthase	4.4.1.B1 (preliminary BRENDA-supplied EC number)
homoaconitate hydratase	4.2.1.36
homocitrate synthase	2.3.3.14
homocysteine S-methyltransferase	2.1.1.10
homocysteine desulfhydrase	4.4.1.2
homogentisate 1,2-dioxygenase	1.13.11.5
homoglutathione synthase	6.3.2.23
homoisocitrate dehydrogenase	1.1.1.87
homoserine O-acetyltransferase	2.3.1.31
homoserine O-succinyltransferase	2.3.1.46
homoserine dehydrogenase	1.1.1.3
homoserine kinase	2.7.1.39
homospermidine synthase	2.5.1.44
homospermidine synthase (spermidine-specific)	2.5.1.45
hormone-sensitive lipase	3.1.1.79
horrilysin	3.4.24.47
human T-cell leukemia virus type 1 protease	3.4.23.B8 (preliminary BRENDA-supplied EC number)
human endogenous retrovirus K10 endopeptidase	3.4.23.B7 (preliminary BRENDA-supplied EC number)
hyalorunan-binding serine protease	3.4.21.B1 (preliminary BRENDA-supplied EC number)
hyaluronan synthase	2.4.1.212
hyaluronate lyase	4.2.2.1
hyaluronoglucosaminidase	3.2.1.35
hyaluronoglucuronidase	3.2.1.36
hydantoin racemase	5.1.99.5
hydrogen dehydrogenase	1.12.1.2
hydrogen dehydrogenase (NADP+)	1.12.1.3
hydrogen-sulfide S-acetyltransferase	2.3.1.10
hydrogen:quinone oxidoreductase	1.12.5.1
hydrogenase (acceptor)	1.12.99.6
hydrogenase maturation endopeptidase	3.4.24.B22 (preliminary BRENDA-supplied EC number)
hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)	6.3.5.9
hydrogensulfite reductase	1.8.99.3
hydroperoxide dehydratase	4.2.1.92
hydroquinone glucosyltransferase	2.4.1.218
hydroxyacid-oxoacid transhydrogenase	1.1.99.24
hydroxyacylglutathione hydrolase	3.1.2.6
hydroxyanthraquinone glucosyltransferase	2.4.1.181
hydroxybutyrate-dimer hydrolase	3.1.1.22
hydroxycinnamate 4-beta-glucosyltransferase	2.4.1.126
hydroxycyclohexanecarboxylate dehydrogenase	1.1.1.166
hydroxydechloroatrazine ethylaminohydrolase	3.5.99.3
hydroxyethylthiazole kinase	2.7.1.50
hydroxyisourate hydrolase	3.5.2.17
hydroxylamine oxidase	1.7.3.4
hydroxylamine oxidoreductase	1.7.99.8
hydroxylamine reductase	1.7.99.1
hydroxylamine reductase (NADH)	1.7.1.10
hydroxylysine kinase	2.7.1.81
hydroxymalonate dehydrogenase	1.1.1.167
hydroxymandelonitrile glucosyltransferase	2.4.1.178
hydroxymethylbilane synthase	2.5.1.61
hydroxymethylglutaryl-CoA hydrolase	3.1.2.5
hydroxymethylglutaryl-CoA reductase	1.1.1.88
hydroxymethylglutaryl-CoA reductase (NADPH)	1.1.1.34
hydroxymethylglutaryl-CoA synthase	2.3.3.10
hydroxymethylpyrimidine kinase	2.7.1.49
hydroxynitrilase	4.1.2.37
hydroxyphenylacetonitrile 2-monooxygenase	1.14.13.42
hydroxyphenylpyruvate reductase	1.1.1.237
hydroxyphytanate oxidase	1.1.3.27
hydroxypyruvate reductase	1.1.1.81
hydroxyquinol 1,2-dioxygenase	1.13.11.37
hygromycin B 4-O-kinase	2.7.1.B3 (preliminary BRENDA-supplied EC number)
hygromycin-B 7''-O-kinase	2.7.1.119
hyoscyamine (6S)-dioxygenase	1.14.11.11
hypodermin C	3.4.21.49
hyponitrite reductase	1.7.1.5
hypotaurine dehydrogenase	1.8.1.3
hypotaurocyamine kinase	2.7.3.6
hypoxanthine phosphoribosyltransferase	2.4.2.8
i-AAA protease	3.4.24.B19 (preliminary BRENDA-supplied EC number)
icosanoyl-CoA synthase	2.3.1.119
iduronate-2-sulfatase	3.1.6.13
imidazole N-acetyltransferase	2.3.1.2
imidazoleacetate 4-monooxygenase	1.14.13.5
imidazoleglycerol-phosphate dehydratase	4.2.1.19
imidazolonepropionase	3.5.2.7
indanol dehydrogenase	1.1.1.112
indole 2,3-dioxygenase	1.13.11.17
indole-3-acetaldehyde oxidase	1.2.3.7
indole-3-acetaldehyde reductase (NADH)	1.1.1.190
indole-3-acetaldehyde reductase (NADPH)	1.1.1.191
indole-3-acetate beta-glucosyltransferase	2.4.1.121
indole-3-glycerol-phosphate lyase	4.1.2.8 (reinstated 2006, had been eliminated in 1972)
indole-3-glycerol-phosphate synthase	4.1.1.48
indoleacetaldoxime dehydratase	4.99.1.6
indoleacetylglucose-inositol O-acyltransferase	2.3.1.72
indoleamine 2,3-dioxygenase	1.13.11.52
indolelactate dehydrogenase	1.1.1.110
indolepyruvate C-methyltransferase	2.1.1.47
indolepyruvate ferredoxin oxidoreductase	1.2.7.8
indolylacetyl-myo-inositol galactosyltransferase	2.4.1.156
indolylacetylinositol arabinosyltransferase	2.4.2.34
indoxyl-UDPG glucosyltransferase	2.4.1.220
infectious pancreatic necrosis birnavirus Vp4 peptidase	3.4.21.115
initiation-specific alpha-1,6-mannosyltransferase	2.4.1.232
inorganic diphosphatase	3.6.1.1
inosinate nucleosidase	3.2.2.12
inosine kinase	2.7.1.73
inosine nucleosidase	3.2.2.2
inositol 1-methyltransferase	2.1.1.40
inositol 2-dehydrogenase	1.1.1.18
inositol 3-alpha-galactosyltransferase	2.4.1.123
inositol 3-kinase	2.7.1.64
inositol 3-methyltransferase	2.1.1.39
inositol 4-methyltransferase	2.1.1.129
inositol oxygenase	1.13.99.1
inositol-1,3,4-trisphosphate 5/6-kinase	2.7.1.159
inositol-1,4-bisphosphate 1-phosphatase	3.1.3.57
inositol-3-phosphate synthase	5.5.1.4
inositol-hexakisphosphate kinase	2.7.4.21
inositol-pentakisphosphate 2-kinase	2.7.1.158
inositol-phosphate phosphatase	3.1.3.25
inositol-polyphosphate 5-phosphatase	3.1.3.56
inositol-polyphosphate multikinase	2.7.1.151
inositol-tetrakisphosphate 1-kinase	2.7.1.134
inositol-tetrakisphosphate 5-kinase	2.7.1.140
inositol-trisphosphate 3-kinase	2.7.1.127
insulysin	3.4.24.56
interstitial collagenase	3.4.24.7
inulin fructotransferase (DFA-I-forming)	4.2.2.17
inulin fructotransferase (DFA-III-forming)	4.2.2.18
inulinase	3.2.1.7
inulosucrase	2.4.1.9
iodide peroxidase	1.11.1.8
iodide peroxidase (vanadium-containing)	1.11.1.B6 (preliminary BRENDA-supplied EC number)
iodophenol O-methyltransferase	2.1.1.26
iota-carrageenase	3.2.1.157
iron-chelate-transporting ATPase	3.6.3.34
iron-cytochrome-c reductase	1.9.99.1
isoamylase	3.2.1.68
isobutyraldoxime O-methyltransferase	2.1.1.91
isobutyryl-CoA mutase	5.4.99.13
isochorismatase	3.3.2.1
isocitrate O-dihydroxycinnamoyltransferase	2.3.1.126
isocitrate dehydrogenase (NAD+)	1.1.1.41
isocitrate dehydrogenase (NADP+)	1.1.1.42
isocitrate lyase	4.1.3.1
isocitrate-homoisocitrate dehydrogenase	1.1.1.286 ()
isoflavone 2'-hydroxylase	1.14.13.89
isoflavone 3'-hydroxylase	1.14.13.52
isoflavone 4'-O-methyltransferase	2.1.1.46
isoflavone 7-O-glucosyltransferase	2.4.1.170
isoflavone 7-O-methyltransferase	2.1.1.150
isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase	2.3.1.115
isoliquiritigenin 2'-O-methyltransferase	2.1.1.154
isonocardicin synthase	2.5.1.38
isoorientin 3'-O-methyltransferase	2.1.1.78
isopenicillin-N N-acyltransferase	2.3.1.164
isopenicillin-N epimerase	5.1.1.17
isopenicillin-N synthase	1.21.3.1
isopentenyl-diphosphate DELTA-isomerase	5.3.3.2
isopimara-7,15-diene synthase	4.2.3.44
isopiperitenol dehydrogenase	1.1.1.223
isopiperitenone DELTA-isomerase	5.3.3.11
isoprene synthase	4.2.3.27
isopropanol dehydrogenase (NADP+)	1.1.1.80
isopullulanase	3.2.1.57
isovaleryl-CoA dehydrogenase	1.3.99.10
isovitexin beta-glucosyltransferase	2.4.1.106
jararhagin	3.4.24.73
jasmonate O-methyltransferase	2.1.1.141
juglone 3-monooxygenase	1.14.99.27
kaempferol 3-O-galactosyltransferase	2.4.1.234
kaempferol 4'-O-methyltransferase	2.1.1.155
kallikrein 10	3.4.21.B41 (preliminary BRENDA-supplied EC number)
kallikrein 12	3.4.21.B43 (preliminary BRENDA-supplied EC number)
kallikrein 13	3.4.21.119
kallikrein 14	3.4.21.B45 (preliminary BRENDA-supplied EC number)
kallikrein 8	3.4.21.118
kallikrein 9	3.4.21.B40 (preliminary BRENDA-supplied EC number)
kanamycin kinase	2.7.1.95
kappa-carrageenase	3.2.1.83
keratan sulfotransferase	2.8.2.21
keratan-sulfate endo-1,4-beta-galactosidase	3.2.1.103
ketohexokinase	2.7.1.3
ketol-acid reductoisomerase	1.1.1.86
kievitone hydratase	4.2.1.95
kinesin K16	3.6.4.B1 (preliminary BRENDA-supplied EC number)
kojibiose phosphorylase	2.4.1.230
kumamolysin	3.4.21.B48 (preliminary BRENDA-supplied EC number)
kynurenate-7,8-dihydrodiol dehydrogenase	1.3.1.18
kynureninase	3.7.1.3
kynurenine 3-monooxygenase	1.14.13.9
kynurenine 7,8-hydroxylase	1.14.99.2
kynurenine-glyoxylate transaminase	2.6.1.63
kynurenine-oxoglutarate transaminase	2.6.1.7
laccase	1.10.3.2
lactaldehyde dehydrogenase	1.2.1.22
lactaldehyde reductase	1.1.1.77
lactaldehyde reductase (NADPH)	1.1.1.55
lactase	3.2.1.108
lactate 2-monooxygenase	1.13.12.4
lactate aldolase	4.1.2.36
lactate-malate transhydrogenase	1.1.99.7
lacto-N-biosidase	3.2.1.140
lactose synthase	2.4.1.22
lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase	2.4.1.206
lactosylceramide 4-alpha-galactosyltransferase	2.4.1.228
lactosylceramide alpha-2,3-sialyltransferase	2.4.99.9
lactosylceramide alpha-2,6-N-sialyltransferase	2.4.99.11
lactosylceramide beta-1,3-galactosyltransferase	2.4.1.179
lactoyl-CoA dehydratase	4.2.1.54
lactoylglutathione lyase	4.4.1.5
lambda-carrageenase	3.2.1.162
laminaribiose phosphorylase	2.4.1.31
lathosterol oxidase	1.14.21.6
lavandulyl diphosphate synthase	2.5.1.69
leachianone-G 2''-dimethylallyltransferase	2.5.1.71
leghemoglobin reductase	1.6.2.6
legume cysteine endopeptiase	3.4.22.B47 (preliminary BRENDA-supplied EC number)
leishmanolysin	3.4.24.36
leucine 2,3-aminomutase	5.4.3.7
leucine N-acetyltransferase	2.3.1.66
leucine dehydrogenase	1.4.1.9
leucine transaminase	2.6.1.6
leucoanthocyanidin reductase	1.17.1.3
leucocyanidin oxygenase	1.14.11.19
leucolysin	3.4.24.6
leucyl aminopeptidase	3.4.11.1
leucyltransferase	2.3.2.6
leukocyte elastase	3.4.21.37
leukotriene-A4 hydrolase	3.3.2.6
leukotriene-B4 20-monooxygenase	1.14.13.30
leukotriene-C4 synthase	4.4.1.20
leukotriene-E4 20-monooxygenase	1.14.13.34
levan fructotransferase (DFA-IV-forming)	4.2.2.16
levanase	3.2.1.65
levansucrase	2.4.1.10
levopimaradiene synthase	4.2.3.32
licheninase	3.2.1.73
licodione 2'-O-methyltransferase	2.1.1.65
licodione synthase	1.14.13.87
lignin peroxidase	1.11.1.14
lignostilbene alphabeta-dioxygenase	1.13.11.43
limit dextrinase	3.2.1.142
limonene 1,2-monooxygenase	1.14.13.107
limonene-1,2-diol dehydrogenase	1.1.1.297
limonene-1,2-epoxide hydrolase	3.3.2.8
limonin-D-ring-lactonase	3.1.1.36
limonoid glucosyltransferase	2.4.1.210
limulus clotting factor B	3.4.21.85
limulus clotting factor C	3.4.21.84
linalool 8-monooxygenase	1.14.99.28
linamarin synthase	2.4.1.63
linoleate (10E,12Z)-isomerase	5.3.3.B2 (preliminary BRENDA-supplied EC number)
linoleate 11-lipoxygenase	1.13.11.45
linoleate diol synthase	1.13.11.44
linoleoyl-CoA desaturase	1.14.19.3
lipid-A-disaccharide synthase	2.4.1.182
lipid-phosphate phosphatase	3.1.3.76
lipoate-protein ligase	2.7.7.63
lipopolysaccharide 3-alpha-galactosyltransferase	2.4.1.44
lipopolysaccharide N-acetylglucosaminyltransferase	2.4.1.56
lipopolysaccharide N-acetylmannosaminouronosyltransferase	2.4.1.180
lipopolysaccharide glucosyltransferase I	2.4.1.58
lipopolysaccharide glucosyltransferase II	2.4.1.73
lipopolysaccharide-transporting ATPase	3.6.3.39
lipoprotein lipase	3.1.1.34
lipoxygenase	1.13.11.12
lipoyl synthase	2.8.1.8
lipoyl(octanoyl) transferase	2.3.1.181
lithocholate 6beta-hydroxylase	1.14.13.94
loganate O-methyltransferase	2.1.1.50
loliose synthase	2.4.1.B1 (preliminary BRENDA-supplied EC number)
lombricine kinase	2.7.3.5
long-chain-3-hydroxyacyl-CoA dehydrogenase	1.1.1.211
long-chain-acyl-CoA dehydrogenase	1.3.99.13
long-chain-alcohol O-fatty-acyltransferase	2.3.1.75
long-chain-alcohol dehydrogenase	1.1.1.192
long-chain-alcohol oxidase	1.1.3.20
long-chain-aldehyde dehydrogenase	1.2.1.48
long-chain-enoyl-CoA hydratase	4.2.1.74
long-chain-fatty-acyl-CoA reductase	1.2.1.50
long-chain-fatty-acyl-glutamate deacylase	3.5.1.55
lovastatin nonaketide synthase	2.3.1.161
low-density-lipoprotein receptor kinase	2.7.11.29
lumazine synthase	2.5.1.B6 (preliminary BRENDA-supplied EC number)
lupanine hydroxylase	1.17.5.B1 (preliminary BRENDA-supplied EC number)
lupeol synthase	5.4.99.B3 (preliminary BRENDA-supplied EC number)
luteolin 7-O-glucuronosyltransferase	2.4.1.189
luteolin O-methyltransferase	2.1.1.42
luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase	2.4.1.191
luteolin-7-O-glucuronide 2''-O-glucuronosyltransferase	2.4.1.190
lysine 2,3-aminomutase	5.4.3.2
lysine 2-monooxygenase	1.13.12.2
lysine 6-dehydrogenase	1.4.1.18
lysine N-acetyltransferase	2.3.1.32
lysine carbamoyltransferase	2.1.3.8
lysine carboxypeptidase	3.4.17.3
lysine dehydrogenase	1.4.1.15
lysine-pyruvate 6-transaminase	2.6.1.71
lysine-tRNAPyl ligase	6.1.1.25
lysophospholipase	3.1.1.5
lysosomal Pro-Xaa carboxypeptidase	3.4.16.2
lysostaphin	3.4.24.75
lysozyme	3.2.1.17
lysyl endopeptidase	3.4.21.50
lysyltransferase	2.3.2.3
m-AAA protease	3.4.24.B18 (preliminary BRENDA-supplied EC number)
m7G(5')pppN diphosphatase	3.6.1.30
mRNA (2'-O-methyladenosine-N6-)-methyltransferase	2.1.1.62
mRNA (guanine-N7-)-methyltransferase	2.1.1.56
mRNA (nucleoside-2'-O-)-methyltransferase	2.1.1.57
mRNA guanylyltransferase	2.7.7.50
macrocin O-methyltransferase	2.1.1.101
macrolide 2'-kinase	2.7.1.136
macrophage elastase	3.4.24.65
magnesium chelatase	6.6.1.1
magnesium protoporphyrin IX methyltransferase	2.1.1.11
magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	1.14.13.81
magnolysin	3.4.24.62
malate dehydrogenase	1.1.1.37
malate dehydrogenase (NADP+)	1.1.1.82
malate dehydrogenase (acceptor)	1.1.99.16
malate dehydrogenase (decarboxylating)	1.1.1.39
malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38
malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	1.1.1.40
malate dehydrogenase (quinone)	1.1.5.B5 (preliminary BRENDA-supplied EC number)
malate oxidase	1.1.3.3
malate synthase	2.3.3.9
maleate hydratase	4.2.1.31
maleimide hydrolase	3.5.2.16
maleylacetate reductase	1.3.1.32
malonate CoA-transferase	2.8.3.3
malonate decarboxylase holo-[acyl-carrier protein] synthase	2.7.7.66
malonate-semialdehyde dehydrogenase	1.2.1.15
malonate-semialdehyde dehydrogenase (acetylating)	1.2.1.18
malonyl-S-ACP decarboxylase	4.1.1.87
malonyl-S-ACP:biotin-protein carboxyltransferase	2.1.3.10
maltose O-acetyltransferase	2.3.1.79
maltose alpha-D-glucosyltransferase	5.4.99.16
maltose epimerase	5.1.3.21
maltose phosphorylase	2.4.1.8
maltose synthase	2.4.1.139
maltose-6'-phosphate glucosidase	3.2.1.122
maltose-transporting ATPase	3.6.3.19
malyl-CoA lyase	4.1.3.24
mandelamide amidase	3.5.1.86
mandelate 4-monooxygenase	1.14.16.6
mandelate racemase	5.1.2.2
manganese peroxidase	1.11.1.13
manganese-transporting ATPase	3.6.3.35
mannan 1,2-(1,3)-alpha-mannosidase	3.2.1.77
mannan 1,4-mannobiosidase	3.2.1.100
mannan endo-1,4-beta-mannosidase	3.2.1.78
mannan endo-1,6-alpha-mannosidase	3.2.1.101
mannan exo-1,2-1,6-alpha-mannosidase	3.2.1.137
mannan-binding lectin-associated serine protease 1	3.4.21.B7 (preliminary BRENDA-supplied EC number)
mannan-binding lectin-associated serine protease-2	3.4.21.104
mannitol 2-dehydrogenase	1.1.1.67
mannitol 2-dehydrogenase (NADP+)	1.1.1.138
mannitol dehydrogenase	1.1.1.255
mannitol dehydrogenase (cytochrome)	1.1.2.2
mannitol-1-phosphatase	3.1.3.22
mannitol-1-phosphate 5-dehydrogenase	1.1.1.17
mannokinase	2.7.1.7
mannose-1-phosphate guanylyltransferase	2.7.7.13
mannose-1-phosphate guanylyltransferase (GDP)	2.7.7.22
mannose-6-phosphate 6-reductase	1.1.1.224
mannosyl-3-phosphoglycerate phosphatase	3.1.3.70
mannosyl-3-phosphoglycerate synthase	2.4.1.217
mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	3.2.1.96
mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.113
mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase	3.2.1.114
mannosyl-oligosaccharide glucosidase	3.2.1.106
mannosylfructose-phosphate phosphatase	3.1.3.79
mannosylfructose-phosphate synthase	2.4.1.246
mannosylglycoprotein endo-beta-mannosidase	3.2.1.152
mannotetraose 2-alpha-N-acetylglucosaminyltransferase	2.4.1.138
mannuronate reductase	1.1.1.131
mast cell protease 5	3.4.21.B5 (preliminary BRENDA-supplied EC number)
matrilysin	3.4.24.23
matriptase	3.4.21.109
matrix metalloproteinase-11	3.4.24.B3 (preliminary BRENDA-supplied EC number)
matrix metalloproteinase-13	3.4.24.B4 (preliminary BRENDA-supplied EC number)
matrix metalloproteinase-15	3.4.24.B5 (preliminary BRENDA-supplied EC number)
matrix metalloproteinase-20	3.4.24.B6 (preliminary BRENDA-supplied EC number)
matrix metalloproteinase-26	3.4.24.B7 (preliminary BRENDA-supplied EC number)
melilotate 3-monooxygenase	1.14.13.4
memapsin 1	3.4.23.45
memapsin 2	3.4.23.46
membrane Pro-Xaa carboxypeptidase	3.4.17.16
membrane alanyl aminopeptidase	3.4.11.2
membrane dipeptidase	3.4.13.19
membrane-oligosaccharide glycerophosphotransferase	2.7.8.21
membrane-type matrix metalloproteinase-1	3.4.24.80
meprin A	3.4.24.18
meprin B	3.4.24.63
mercury(II) reductase	1.16.1.1
meso-tartrate dehydrogenase	1.3.1.7
methane monooxygenase	1.14.13.25
methanesulfonate monooxygenase	1.14.13.B4 (preliminary BRENDA-supplied EC number)
methanethiol oxidase	1.8.3.4
methanogen homoaconitase	4.2.1.114
methanol dehydrogenase	1.1.1.244
methanol-5-hydroxybenzimidazolylcobamide Co-methyltransferase	2.1.1.90
methenyltetrahydrofolate cyclohydrolase	3.5.4.9
methenyltetrahydromethanopterin cyclohydrolase	3.5.4.27
methionine S-methyltransferase	2.1.1.12
methionine adenosyltransferase	2.5.1.6
methionine gamma-lyase	4.4.1.11
methionine synthase	2.1.1.13
methionine-glyoxylate transaminase	2.6.1.73
methionyl aminopeptidase	3.4.11.18
methionyl-tRNA formyltransferase	2.1.2.9
methyl-ONN-azoxymethanol beta-D-glucosyltransferase	2.4.1.171
methylamine-glutamate N-methyltransferase	2.1.1.21
methylarsonate reductase	1.20.4.2
methylaspartate ammonia-lyase	4.3.1.2
methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63
methylene-fatty-acyl-phospholipid synthase	2.1.1.16
methylenediurea deaminase	3.5.3.21
methylenetetrahydrofolate dehydrogenase (NAD+)	1.5.1.15
methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5
methylenetetrahydrofolate reductase (ferredoxin)	1.5.7.1
methylenetetrahydrofolate reductase [NAD(P)H]	1.5.1.20
methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase(FADH2-oxidizing)	2.1.1.74
methylglutaconyl-CoA hydratase	4.2.1.18
methylglutamate dehydrogenase	1.5.99.5
methylglyoxal reductase (NADH-dependent)	1.1.1.78
methylglyoxal reductase (NADPH-dependent)	1.1.1.283
methylglyoxal synthase	4.2.3.3
methylguanidinase	3.5.3.16
methylitaconate DELTA-isomerase	5.3.3.6
methylmalonate-semialdehyde dehydrogenase (acylating)	1.2.1.27
methylmalonyl-CoA carboxytransferase	2.1.3.1
methylphenyltetrahydropyridine N-monooxygenase	1.13.12.11
methylphosphothioglycerate phosphatase	3.1.3.14
methylquercetagetin 6-O-methyltransferase	2.1.1.84
methylsterol monooxygenase	1.14.13.72
methyltetrahydroprotoberberine 14-monooxygenase	1.14.13.37
methylthioadenosine nucleosidase	3.2.2.16
methylthioribulose 1-phosphate dehydratase	4.2.1.109
methylumbelliferyl-acetate deacetylase	3.1.1.56
metridin	3.4.21.3
mevaldate reductase	1.1.1.32
mevaldate reductase (NADPH)	1.1.1.33
