1.1.1.198	(+)-borneol:NAD+ oxidoreductase
2.4.1.63	UDP-glucose:2-hydroxy-2-methylpropanenitrile beta-D-glucosyltransferase
2.4.1.194	UDP-glucose:4-hydroxybenzoate 4-O-beta-D-glucosyltransferase
2.4.1.178	UDP-glucose:4-hydroxymandelonitrile glucosyltransferase
2.4.1.81	UDP-glucose:5,7,3',4'-tetrahydroxyflavone7-O-beta-D-glucosyltransferase
2.4.1.104	UDP-glucose:7,8-dihydroxycoumarin 7-O-beta-D-glucosyltransferase
2.4.1.14	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase
2.4.1.15	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
2.4.1.28	UDP-glucose:D-glucosyl-DNA beta-D-glucosyltransferase
2.4.1.26	UDP-glucose:DNA alpha-D-glucosyltransferase
2.4.1.27	UDP-glucose:DNA beta-D-glucosyltransferase
2.4.1.188	UDP-glucose:N-acetyl-D-glucosaminyldiphosphoundecaprenol4-beta-D-glucosyltransferase
2.4.1.80	UDP-glucose:N-acylsphingosine D-glucosyltransferase
2.4.1.195	UDP-glucose:N-hydroxy-2-phenylethanethioamideS-beta-D-glucosyltransferase
2.4.1.118	UDP-glucose:N6-alkylaminopurine 7-glucosyltransferase
1.1.1.22	UDP-glucose:NAD+ 6-oxidoreductase
2.4.1.B3 (preliminary BRENDA-supplied EC number)	UDP-glucose:alpha-D-(1-3)-glucan alpha-(1-4)-glucosyltransferase
2.4.1.183	UDP-glucose:alpha-D-(1->3)-glucan 3-alpha-D-glucosyltransferase
2.7.7.12	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
2.4.1.238	UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase
2.4.1.71	UDP-glucose:arylamine N-D-glucosyltransferase
2.4.1.209	UDP-glucose:cis-p-coumarate beta-D-glucosyltransferase
2.4.1.215	UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase
2.4.1.111	UDP-glucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase
2.4.1.116	UDP-glucose:cyanidin-3-O-beta-L-rhamnosyl-(1->6)-beta-D-glucoside5-O-beta-D-glucosyltransferase
2.4.1.B5 (preliminary BRENDA-supplied EC number)	UDP-glucose:delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside3'-O-glucosyltransferase
2.4.1.117	UDP-glucose:dolichyl-phosphate beta-D-glucosyltransferase
2.4.1.185	UDP-glucose:flavanone 7-O-beta-D-glucosyltransferase
2.4.1.91	UDP-glucose:flavonol 3-O-D-glucosyltransferase
2.4.1.237	UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase
2.4.1.239	UDP-glucose:flavonol-3-O-beta-D-glucoside2''-O-beta-D-glucosyltransferase
2.4.1.240	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside2'''-O-beta-D-glucosyltransferase
2.4.1.73	UDP-glucose:galactosyl-lipopolysaccharide alpha-D-glucosyltransferase
2.4.1.136	UDP-glucose:gallate beta-D-glucosyltransferase
2.4.1.176	UDP-glucose:gibberellin 2-O-beta-D-glucosyltransferase
2.4.1.11	UDP-glucose:glycogen 4-alpha-D-glucosyltransferase
2.7.8.19	UDP-glucose:glycoprotein-D-mannose glucosephosphotransferase
2.4.1.218	UDP-glucose:hydroquinone-O-beta-D-glucosyltransferase
2.4.1.181	UDP-glucose:hydroxyanthraquinone O-glucosyltransferase
2.4.1.220	UDP-glucose:indoxyl 3-O-beta-D-glucosyltransferase
2.4.1.170	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
2.4.1.106	UDP-glucose:isovitexin 2''-O-beta-D-glucosyltransferase
2.4.1.210	UDP-glucose:limonin glucosyltransferase
2.4.1.58	UDP-glucose:lipopolysaccharide glucosyltransferase
2.4.1.171	UDP-glucose:methyl-ONN-azoxymethanol beta-D-glucosyltransferase
2.4.1.196	UDP-glucose:nicotinate N-glucosyltransferase
2.4.1.35	UDP-glucose:phenol beta-D-glucosyltransferase
2.4.1.78	UDP-glucose:phosphopolyprenol D-glucosyltransferase
2.4.1.52	UDP-glucose:poly(glycerol-phosphate) alpha-D-glucosyltransferase
2.4.1.53	UDP-glucose:poly(ribitol-phosphate) beta-D-glucosyltransferase
2.4.1.160	UDP-glucose:pyridoxine 5'-O-beta-D-glucosyltransferase
2.4.1.172	UDP-glucose:salicyl-alcohol beta-D-glucosyltransferase
2.4.1.128	UDP-glucose:scopoletin O-beta-D-glucosyltransferase
2.4.1.120	UDP-glucose:sinapate D-glucosyltransferase
2.4.1.B4 (preliminary BRENDA-supplied EC number)	UDP-glucose:sterol 27-O-beta-D-glucosyltransferase
2.4.1.173	UDP-glucose:sterol 3-O-beta-D-glucosyltransferase
2.4.1.114	UDP-glucose:trans-2-hydroxycinnamate O-beta-D-glucosyltransferase
2.4.1.126	UDP-glucose:trans-4-hydroxycinnamate 4-O-beta-D-glucosyltransferase
2.4.1.177	UDP-glucose:trans-cinnamate beta-D-glucosyltransferase
2.4.1.203	UDP-glucose:trans-zeatin O-beta-D-glucosyltransferase
2.4.1.105	UDP-glucose:vitexin 2''-O-beta-D-glucosyltransferase
2.4.1.219	UDP-glucose:vomilenine 21-O-beta-D-glucosyltransferase
2.4.1.168	UDP-glucose:xyloglucan 4-beta-D-glucosyltransferase
5.1.3.6	UDP-glucuronate 4-epimerase
5.1.3.12	UDP-glucuronate 5'-epimerase
2.4.1.17	UDP-glucuronate beta-D-glucuronosyltransferase (acceptor-unspecific)
2.4.1.135	UDP-glucuronate:3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-Dxylosylprotein D-glucuronosyltransferase
2.4.1.189	UDP-glucuronate:luteolin 7-O-glucuronosyltransferase
2.4.1.191	UDP-glucuronate:luteolin-7-O-beta-D-diglucuronide4'-O-glucuronosyltransferase
2.4.1.190	UDP-glucuronate:luteolin-7-O-beta-D-glucuronide2''-O-glucuronosyltransferase
3.6.1.45	UDP-sugar sugarphosphohydrolase
2.7.7.B2 (preliminary BRENDA-supplied EC number)	UDP:alpha-L-galactose 1-phosphate guanylyltransferase
2.4.2.9	UMP:diphosphate phospho-alpha-D-ribosyltransferase
2.7.7.44	UTP:1-phospho-alpha-D-glucuronate uridylyltransferase
2.7.7.23	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase
2.7.7.52	UTP:RNA uridylyltransferase
2.7.7.59	UTP:[protein-PII] uridylyltransferase
2.7.7.9	UTP:alpha-D-glucose-1-phosphate uridylyltransferase
2.7.7.10	UTP:alpha-D-hexose-1-phosphate uridylyltransferase
2.7.7.11	UTP:alpha-D-xylose-1-phosphate uridylyltransferase
6.3.4.2	UTP:ammonia ligase (ADP-forming)
6.3.2.19	Ubiquitin:protein-lysine N-ligase (AMP-forming)
6.3.4.6	Urea:carbon-dioxide ligase (ADP-forming)
1.13.12.8	Watasenia-luciferin:oxygen 2-oxidoreductase (decarboxylating)
2.4.2.22	XMP:diphosphate  5-phospho-alpha-D-ribosyltransferase
6.3.5.2	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)
6.3.4.1	Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)
3.2.1.155	[(1->6)-alpha-D-xylo]-(1->4)-beta-D-glucan exo-glucohydrolase
3.2.1.151	[(1->6)-alpha-D-xylo]-(1->4)-beta-D-glucan glucanohydrolase
3.1.3.52	[3-methyl-2-oxobutanoate dehydrogenase(2-methylpropanoyl-transferring)]-phosphate phosphohydrolase
3.1.3.49	[ATP:pyruvate 2-O-phosphotransferase]-phosphate phosphohydrolase
5.1.1.16	[Protein]-serine epimerase
3.1.3.42	[UDP-glucose:glycogen 4-alpha-D-glucosyltransferase-D] phosphohydrolase
3.1.3.44	[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]-phosphatephosphohydrolase
3.1.2.16	[citrate-(pro-3S)-lyase](acetyl-form) hydrolase
2.5.1.46	[eIF5A-precursor]-lysine:spermidine 4-aminobutyltransferase(propane-1,3-diamine-forming)
1.97.1.4	[formate C-acetyltransferase]-glycinedihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase(S-adenosyl-L-methionine cleaving)
3.1.3.47	[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatephosphohydrolase
1.16.1.8	[methionine synthase]-methylcob(I)alamin,S-adenosylhomocysteine:NADP+oxidoreductase
3.1.3.53	[myosin-light-chain]-phosphate phosphohydrolase
3.1.3.17	[phosphorylase a] phosphohydrolase
2.4.1.129	[poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-Dmuramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenoldisaccharidetransferase
2.1.2.10	[protein]-S8-aminomethyldihydrolipoyllysine:tetrahydrofolateaminomethyltransferase (ammonia-forming)
3.1.3.43	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatephosphohydrolase
1.8.4.7	[xanthine-dehydrogenase]:glutathione-disulfide S-oxidoreductase
1.2.1.74	abietadienal:NAD+ oxidoreductase
1.14.13.108	abietadiene,NADPH:oxygen oxidoreductase (18-hydroxylating)
1.14.13.109	abietadienol,NADPH:oxygen oxidoreductase (18-hydroxylating)
1.14.13.93	abscisate,NADPH:oxygen oxidoreductase (8'-hydroxylating)
1.2.3.14	abscisic-aldehyde:oxygen oxidoreductase
2.3.1.B6 (preliminary BRENDA-supplied EC number)	acatyl-CoA:UDP-2-acetamido-3-amino-2m3-dideoxy-D-glucuronicacid:acetyl-CoA 3-N-acetyltransferase
1.97.1.11	acceptor:3,3',5'-triiodo-L-thyronine oxidoreductase (iodinating)
1.97.1.10	acceptor:3,5,3'-triiodo-L-thyronine oxidoreductase (iodinating)
1.97.1.8	acceptor:trichloroethene oxidoreductase (chlorinating)
4.2.1.112	acetaldehyde hydro-lyase (acetylene-forming)
1.2.1.10	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)
6.2.1.35	acetate:[acyl-carrier-protein] ligase (AMP-forming)
6.2.1.22	acetate:[citrate-(pro-3S)-lyase](thiol-form) ligase (AMP-forming)
3.1.1.6	acetic-ester acetylhydrolase
4.1.1.4	acetoacetate carboxy-lyase (acetone-forming)
3.1.2.11	acetoacetyl-CoA hydrolase
1.1.1.5	acetoin:NAD+ oxidoreductase
4.1.2.37	acetone-cyanohydrin acetone-lyase (cyanide-forming)
6.4.1.6	acetone:carbon-dioxide ligase (AMP-forming)
3.1.2.1	acetyl-CoA hydrolase
2.8.3.12	acetyl-CoA:(E)-glutaconate CoA-transferase
2.3.1.89	acetyl-CoA:(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylateN2-acetyltransferase
2.3.1.105	acetyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acetyltransferase
2.3.1.67	acetyl-CoA:1-alkyl-sn-glycero-3-phosphocholine 2-O-acetyltransferase
2.3.1.11	acetyl-CoA:2-aminoethanethiol S-acetyltransferase
2.3.1.87	acetyl-CoA:2-arylethylamine N-acetyltransferase
2.3.1.81	acetyl-CoA:2-deoxystreptamine-antibiotic N3'-acetyltransferase
2.3.3.6	acetyl-CoA:2-oxobutanoate C-acetyltransferase (thioester-hydrolysing,carboxymethyl-forming)
2.3.3.14	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing,carboxymethyl forming)
2.3.3.13	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase(thioester-hydrolysing, carboxymethyl-forming)
2.8.3.14	acetyl-CoA:5-hydroxypentanoate CoA-transferase
2.3.1.36	acetyl-CoA:D-amino-acid N-acetyltransferase
2.3.1.3	acetyl-CoA:D-glucosamine N-acetyltransferase
2.3.1.4	acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase
2.3.1.34	acetyl-CoA:D-tryptophan N-acetyltransferase
2.3.1.178	acetyl-CoA:L-2,4-diaminobutanoate N4-acetyltransferase
2.3.1.17	acetyl-CoA:L-aspartate N-acetyltransferase
2.3.1.1	acetyl-CoA:L-glutamate N-acetyltransferase
2.3.1.33	acetyl-CoA:L-histidine N-acetyltransferase
2.3.1.31	acetyl-CoA:L-homoserine O-acetyltransferase
2.3.1.66	acetyl-CoA:L-leucine N-acetyltransferase
2.3.1.53	acetyl-CoA:L-phenylalanine N-acetyltransferase
2.3.1.30	acetyl-CoA:L-serine O-acetyltransferase
2.3.1.44	acetyl-CoA:N-acetylneuraminate 4-O-acetyltransferase
2.3.1.45	acetyl-CoA:N-acetylneuraminate 7-O(or 9-O)-acetyltransferase
2.3.1.118	acetyl-CoA:N-hydroxyarylamine O-acetyltransferase
2.3.1.102	acetyl-CoA:N6-hydroxy-L-lysine 6-acetyltransferase
2.3.1.80	acetyl-CoA:S-substituted L-cysteine N-acetyltransferase
2.3.1.38	acetyl-CoA:[acyl-carrier protein] S-acetyltransferase
2.3.1.108	acetyl-CoA:[alpha-tubulin]-L-lysine N6-acetyltransferase
2.3.3.10	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing,carboxymethyl-forming)
2.3.1.9	acetyl-CoA:acetyl-CoA C-acetyltransferase
2.3.1.84	acetyl-CoA:alcohol O-acetyltransferase
2.3.1.57	acetyl-CoA:alkane-alpha,omega-diamine N-acetyltransferase
2.3.1.157	acetyl-CoA:alpha-D-glucosamine-1-phosphate  N-acetyltransferase
2.3.1.5	acetyl-CoA:arylamine N-acetyltransferase
2.3.1.18	acetyl-CoA:beta-D-galactoside 6-acetyltransferase
2.3.1.7	acetyl-CoA:carnitine O-acetyltransferase
2.3.1.28	acetyl-CoA:chloramphenicol 3-O-acetyltransferase
2.3.1.6	acetyl-CoA:choline O-acetyltransferase
2.8.3.11	acetyl-CoA:citramalate CoA-transferase
2.8.3.10	acetyl-CoA:citrate CoA-transferase
2.3.1.169	acetyl-CoA:corrinoid protein O-acetyltransferase
2.3.1.27	acetyl-CoA:cortisol O-acetyltransferase
2.3.1.175	acetyl-CoA:deacetylcephalosporin-C O-acetyltransferase
2.3.1.107	acetyl-CoA:deacetylvindoline 4-O-acetyltransferase
2.3.1.12	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase
2.3.1.54	acetyl-CoA:formate C-acetyltransferase
2.3.1.60	acetyl-CoA:gentamicin-C N3'-acetyltransferase
2.3.1.59	acetyl-CoA:gentamicin-C1a N2'-acetyltransferase
2.3.1.29	acetyl-CoA:glycine C-acetyltransferase
2.3.3.9	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing,carboxymethyl-forming)
2.3.1.78	acetyl-CoA:heparan-alpha-D-glucosaminide N-acetyltransferase
2.3.1.48	acetyl-CoA:histone acetyltransferase
2.3.1.10	acetyl-CoA:hydrogen-sulfide S-acetyltransferase
2.3.1.2	acetyl-CoA:imidazole N-acetyltransferase
2.3.1.82	acetyl-CoA:kanamycin-B N6'-acetyltransferase
2.8.3.3	acetyl-CoA:malonate CoA-transferase
2.3.1.180	acetyl-CoA:malonyl-[acyl-carrier protein] C-acyltransferase
2.3.1.79	acetyl-CoA:maltose O-acetyltransferase
2.3.1.69	acetyl-CoA:monoterpenol O-acetyltransferase
2.3.3.1	acetyl-CoA:oxaloacetate C-acetyltransferase [thioester-hydrolysing,(pro-S)-carboxymethyl forming]
2.3.3.8	acetyl-CoA:oxaloacetate C-acetyltransferase[(pro-S)-carboxymethyl-forming, ADP-phosphorylating]
2.3.1.88	acetyl-CoA:peptide Nalpha-acetyltransferase
2.3.1.8	acetyl-CoA:phosphate acetyltransferase
2.3.1.183	acetyl-CoA:phosphinothricin N-acetyltransferase
2.3.1.136	acetyl-CoA:polysialic-acid O-acetyltransferase
2.8.3.1	acetyl-CoA:propanoate CoA-transferase
2.3.1.128	acetyl-CoA:ribosomal-protein-L-alanine N-acetyltransferase
2.3.1.162	acetyl-CoA:taxa-4(20),11-dien-5alpha-ol O-acetyltransferase
2.3.1.167	acetyl-CoA:taxan-10beta-ol O-acetyltransferase
2.3.1.187	acetyl-[acyl-carrier-protein]:malonateS-[acyl-carrier-protein]transferase
2.3.3.3	acetyl-coA:oxaloacetate C-acetyltransferase [thioester-hydrolysing,(pro-R)-carboxymethyl-forming]
1.21.4.2	acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase(glycine-forming)
1.21.4.3	acetyl-phosphate methylamine:thioredoxin disulfide oxidoreductase(N-methylglycine-forming)
1.21.4.4	acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase(N,N,N-trimethylglycine-forming)
2.3.1.32	acetyl-phosphate:L-lysine N6-acetyltransferase
2.3.3.15	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphatehydrolysing, 2-oxoethyl-forming)
1.13.11.50	acetylacetone:oxygen oxidoreductase
3.1.1.7	acetylcholine acetylhydrolase
4.1.1.78	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)
3.2.1.18	acetylneuraminyl hydrolase
3.1.1.55	acetylsalicylate O-acetylhydrolase
5.3.3.7	aconitate DELTA2-DELTA3-isomerase
3.1.1.39	actinomycin lactonohydrolase
3.5.1.70	aculeacin-A amidohydrolase
3.1.2.20	acyl-CoA hydrolase
1.14.19.5 ()	acyl-CoA,hydrogen donor:oxygen DELTA11-oxidoreductase
1.14.19.B3 ()	acyl-CoA,hydrogen donor:oxygen DELTA12-oxidoreductase
2.3.1.20	acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase
2.3.1.25	acyl-CoA:1-O-alk-1-enyl-glycero-3-phosphocholine 2-O-acyltransferase
2.3.1.125	acyl-CoA:1-O-alkyl-2-acetyl-sn-glycerol O-acyltransferase
2.3.1.23	acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase
2.3.1.51	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase
2.3.1.104	acyl-CoA:1-alkenylglycerophosphocholine O-acyltransferase
2.3.1.121	acyl-CoA:1-alkenylglycerophosphoethanolamine O-acyltransferase
2.3.1.63	acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase
2.3.1.160	acyl-CoA:16-epivellosimine O-acetyltransferase (cyclizing)
2.3.1.62	acyl-CoA:2-acyl-sn-glycero-3-phosphocholine O-acyltransferase
2.3.1.52	acyl-CoA:2-acyl-sn-glycerol 3-phosphate O-acyltransferase
2.3.1.22	acyl-CoA:2-acylglycerol O-acyltransferase
2.3.1.B5 (preliminary BRENDA-supplied EC number)	acyl-CoA:3-hydroxybutyrate O-acyltransferase
2.3.1.B4 (preliminary BRENDA-supplied EC number)	acyl-CoA:3-hydroxybutyrate O-acyltransferase (short- and medium-chain)
2.3.1.B2 (preliminary BRENDA-supplied EC number)	acyl-CoA:3-hydroxybutyrate O-acyltransferase (short-chain)
2.3.1.68	acyl-CoA:L-glutamine N-acyltransferase
1.3.1.44	acyl-CoA:NAD+ trans-2-oxidoreductase
1.3.1.8	acyl-CoA:NADP+ 2-oxidoreductase
1.3.1.37	acyl-CoA:NADP+ cis-2-oxidoreductase
1.3.1.38	acyl-CoA:NADP+ trans-2-oxidoreductase
1.3.99.3	acyl-CoA:acceptor 2,3-oxidoreductase
2.8.3.8	acyl-CoA:acetate CoA-transferase
2.3.1.16	acyl-CoA:acetyl-CoA C-acyltransferase
2.3.1.26	acyl-CoA:cholesterol O-acyltransferase
2.3.1.42	acyl-CoA:glycerone-phosphate O-acyltransferase
2.3.1.13	acyl-CoA:glycine N-acyltransferase
2.3.1.164	acyl-CoA:isopenicillin N N-acyltransferase
2.3.1.75	acyl-CoA:long-chain-alcohol O-acyltransferase
2.3.1.85	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- andenoyl-reducing and thioester-hydrolysing)
2.3.1.86	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- andenoyl-reducing)
2.3.1.161	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- andenoyl-reducing, thioester-hydrolysing)
2.3.1.165	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating,oxoacyl-reducing, thioester-hydrolysing and cyclizing)
2.3.1.111	acyl-CoA:methylmalonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-and enoyl-reducing)
1.3.3.6	acyl-CoA:oxygen 2-oxidoreductase
2.3.1.186	acyl-CoA:pseudotropine O-acyltransferase
2.3.1.76	acyl-CoA:retinol O-acyltransferase
2.3.1.15	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase
2.3.1.24	acyl-CoA:sphingosine N-acyltransferase
2.3.1.185	acyl-CoA:tropine O-acyltransferase
1.14.19.2	acyl-[acyl-carrier protein],hydrogen-donor:oxygen oxidoreductase
2.3.1.141	acyl-[acyl-carrier protein]:D-galactosylacylglycerol O-acyltransferase
1.3.1.9	acyl-[acyl-carrier protein]:NAD+ oxidoreductase
1.3.1.39	acyl-[acyl-carrier protein]:NADP+ oxidoreductase (A-specific)
1.3.1.10	acyl-[acyl-carrier protein]:NADP+ oxidoreductase (B-specific)
2.3.1.40	acyl-[acyl-carrier protein]:O-(2-acyl-sn-glycero-3-phospho)ethanolamineO-acyltransferase
2.3.1.184 ()	acyl-[acyl-carrier protein]:S-adenosyl-L-methionine acyltranserase(lactone-forming, methylthioadenosine-releasing)
2.3.1.41	acyl-[acyl-carrier protein]:malonyl-[acyl-carrier protein]C-acyltransferase (decarboxylating)
2.7.1.61	acyl-phosphate:D-hexose phosphotransferase
3.5.1.4	acylamide amidohydrolase
3.1.1.8	acylcholine acylhydrolase
3.6.1.7	acylphosphate phosphohydrolase
3.5.4.2	adenine aminohydrolase
1.8.4.8	adenosine 3',5'-bisphosphate,sulfite:thioredoxin-disulfideoxidoreductase (3'-phosphoadenosine-5'-phosphosulfate-forming)
2.8.2.B1 (preliminary BRENDA-supplied EC number)	adenosine 5'-phosphosulfate:thiol sulfotransferase
3.5.4.4	adenosine aminohydrolase
3.2.2.7	adenosine ribohydrolase
3.1.3.7	adenosine-3'(2'),5'-bisphosphate 3'(2')-phosphohydrolase
3.5.4.17	adenosine-phosphate aminohydrolase
3.6.1.14	adenosine-tetraphosphate phosphohydrolase
3.5.1.90	adenosylcobinamide amidohydrolase
2.7.8.26	adenosylcobinamide-GDP:alpha-ribazole ribazoletransferase
6.3.1.10	adenosylcobyric acid:(R)-1-aminopropan-2-yl phosphate ligase(ADP-forming)
6.3.5.10	adenosylcobyrinic-acid-a,c-diamide:L-glutamine amido-ligase(ADP-forming)
3.1.4.15	adenylyl-[L-glutamate:ammonia ligase (ADP-forming)] adenylylhydrolase
3.6.2.1	adenylyl-sulfate sulfohydrolase
2.7.7.51	adenylyl-sulfate:ammonia adenylyltransferase
3.2.1.158	agarose 3-glycanohydrolase
3.2.1.81	agarose 4-glycanohydrolase
3.2.1.B1 (preliminary BRENDA-supplied EC number)	agarose 8-glycanohydrolase
3.5.3.11	agmatine amidinohydrolase
3.5.3.12	agmatine iminohydrolase
1.14.13.32	albendazole,NADPH:oxygen oxidoreductase (sulfoxide-forming)
1.1.1.71	alcohol:NAD(P)+ oxidoreductase
1.1.1.1	alcohol:NAD+ oxidoreductase
1.1.1.2	alcohol:NADP+ oxidoreductase
1.1.99.8	alcohol:acceptor oxidoreductase
1.1.3.13	alcohol:oxygen oxidoreductase
1.1.5.B2 (preliminary BRENDA-supplied EC number)	alcohol:quinone oxidoreductase
1.2.99.3	aldehyde:(pyrroloquinoline-quinone) oxidoreductase
1.2.1.5	aldehyde:NAD(P)+ oxidoreductase
1.2.1.3	aldehyde:NAD+ oxidoreductase
1.2.1.4	aldehyde:NADP+ oxidoreductase
1.2.99.7	aldehyde:acceptor oxidoreductase (FAD-independent)
1.2.7.5	aldehyde:ferredoxin oxidoreductase
1.2.3.1	aldehyde:oxygen oxidoreductase
1.1.1.21	alditol:NAD(P)+ 1-oxidoreductase
1.1.3.41	alditol:oxygen oxidoreductase
4.99.1.5	aliphatic aldoxime hydro-lyase (aliphatic-nitrile-forming)
4.2.1.84	aliphatic-amide hydro-lyase (nitrile-forming)
1.1.99.20	alkan-1-ol:acceptor oxidoreductase
1.14.14.3	alkanal,FMNH2:oxygen oxidoreductase (1-hydroxylating, luminescing)
1.14.15.3	alkane,reduced-rubredoxin:oxygen 1-oxidoreductase
1.14.14.5	alkanesulfonate,FMNH2:oxygen oxidoreductase
1.14.13.69	alkene,NADH:oxygen oxidoreductase
3.8.1.1	alkyl-halide halidohydrolase
3.2.2.21	alkylated-DNA glycohydrolase (releasing methyladenine andmethylguanine)
4.99.1.2	alkylmercury mercuric-lyase (alkane-forming)
1.3.99.23	all-trans-13,14-dihydroretinol:acceptor 13,14-oxidoreductase
5.2.1.3	all-trans-Retinal 11-cis-trans-isomerase
5.2.1.7	all-trans-Retinol 11-cis-trans-isomerase
2.5.1.30	all-trans-hexaprenyl-diphosphate:isopentenyl-diphosphatehexaprenyltranstransferase
2.5.1.33	all-trans-pentaprenyl-diphosphate:isopentenyl-diphosphatepentaprenyltranstransferase
3.1.1.64	all-trans-retinyl-palmitate acylhydrolase
3.5.3.4	allantoate amidinohydrolase
3.5.3.9	allantoate amidinohydrolase (decarboxylating)
1.1.1.54	allyl-alcohol:NADP+ oxidoreductase
2.4.1.216	alpha,alpha-trehalose 6-phosphate:phosphate beta-D-glucosyltransferase
3.2.1.28	alpha,alpha-trehalose glucohydrolase
2.3.1.122	alpha,alpha-trehalose-6-mycolate:alpha,alpha-trehalose-6-mycolate6'-mycolyltransferase
3.2.1.93	alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase
3.1.3.12	alpha,alpha-trehalose-6-phosphate phosphohydrolase
2.4.1.231	alpha,alpha-trehalose:phosphate alpha-D-glucosyltransferase
2.4.1.64	alpha,alpha-trehalose:phosphate beta-D-glucosyltransferase
2.4.1.162	alpha-D-aldosyl-beta-D-fructoside:aldose 1-beta-D-fructosyltransferase
3.2.1.22	alpha-D-galactoside galactohydrolase
2.4.1.67	alpha-D-galactosyl-(1->3)-1D-myo-inositol:raffinosegalactosyltransferase
2.4.1.82	alpha-D-galactosyl-(1->3)-1D-myo-inositol:sucrose6-alpha-D-galactosyltransferase
5.4.2.10	alpha-D-glucosamine 1,6-phosphomutase
5.4.2.2	alpha-D-glucose 1,6-phosphomutase
5.4.2.5	alpha-D-glucose 1,6-phosphomutase (glucose-cofactor)
3.1.3.10	alpha-D-glucose-1-phosphate phosphohydrolase
2.4.1.139	alpha-D-glucose-1-phosphate:alpha-D-glucose-1-phosphate4-alpha-D-glucosyltransferase (dephosphorylating)
2.7.1.42	alpha-D-glucose-1-phosphate:riboflavin 5'-phosphotransferase
3.2.1.20	alpha-D-glucoside glucohydrolase
3.2.1.139	alpha-D-glucosiduronate glucuronohydrolase
5.4.2.8	alpha-D-mannose 1,6-phosphomutase
3.2.1.24	alpha-D-mannoside mannohydrolase
3.1.3.70	alpha-D-mannosyl-3-phosphoglycerate phosphohydrolase
5.4.2.7	alpha-D-ribose 1,5-phosphomutase
3.2.1.55	alpha-L-arabinofuranoside arabinofuranohydrolase
3.2.1.51	alpha-L-fucoside fucohydrolase
3.2.1.40	alpha-L-rhamnoside rhamnohydrolase
3.2.1.49	alpha-N-acetyl-D-galactosaminide N-acetylgalactosaminohydrolase
3.2.1.50	alpha-N-acetyl-D-glucosaminide N-acetylglucosaminohydrolase
6.3.2.25	alpha-Tubulin:L-tyrosine ligase (ADP-forming)
