(+)-abscisic acid 8'-hydroxylase	1.14.13.93
InsP6K3	2.7.4.21
Insulin protease	3.4.24.56
Insulin proteinase	3.4.24.56
Insulin-degrading enzyme	3.4.24.56
Insulin-degrading neutral proteinase	3.4.24.56
Insulin-glucagon protease	3.4.24.56
Insulin-regulated membrane aminopeptidase	3.4.11.3
Insulin-responsive aminopeptidase	3.4.11.3
Insulin-specific protease	3.4.24.56
Insulinase	3.4.24.56
Insulysin	3.4.24.56
Internal NADH dehydrogenase	1.6.5.3 / or / 1.6.99.3
Intestinal guanylate cyclase	4.6.1.2
InuJ	2.4.1.9
Inv-CW	3.2.1.26
Inv-V	3.2.1.26
InvC	3.6.3.50
Invasion protein invC	3.6.3.14
Invertase E1	3.2.1.26
Iodothyronine 5'-monodeiodinase	5.3.4.1
Iodothyronine 5'-monodeiodinase 	1.97.1.10
IolA	1.2.1.15
IpL1protein kinase	2.7.11.1
IpaH 	6.3.2.19
IpdC	4.1.1.74
Ipk kinase	2.7.1.134
Ipk1 	2.7.1.158
Ipk1p	2.7.1.158
Ipk2	2.7.1.127 / or / 2.7.1.151
Ipk2/Impk/IP3K	2.7.1.151
Ipk2beta/IP3K	2.7.1.151
Ipyr	4.1.1.74
IrAE protein	3.4.22.34
Irc7p	4.4.1.8
Ire1p kinase	2.7.11.1
Iris agglutinin b	3.2.2.22
Iris ribosome-inactivating protein	3.2.2.22
Iron regulatory protein	4.2.1.3
Iron(III)-induced flavocytochrome C3	1.3.99.1
Irpex lacteus aspartic protease	3.4.23.29
Irpex lacteus aspartic proteinase	3.4.23.29
Irpex lacteus carboxyl proteinase B	3.4.23.29
IscS	2.8.1.7
IslA	2.4.1.9
Islet cell autoantigen related protein	3.1.3.48
IsoI 	3.5.2.5
IsoII 	3.5.2.5
Isochorismate lyase	3.3.2.1
Isochorismate lyase-ArCP	3.3.2.1
Isochorismate mutase	5.4.4.2
Isochorismic synthase	5.4.4.2
Isoform HO68	3.6.3.14
Isoform VA68	3.6.3.14
Isohexenyl-glutaconyl-CoA-hydratase	4.2.1.57
Isohexenylglutaconyl CoA hydratase	4.2.1.57
Isohexenylglutaconyl coenzyme A hydratase	4.2.1.57
Isoleucine translase	6.1.1.5
Isoleucine--tRNA ligase	6.1.1.5
Isoleucine-tRNA synthetase	6.1.1.5
Isoleucine-transfer RNA ligase	6.1.1.5
Isoleucyl-tRNA synthetase	6.1.1.5
Isoleucyl-transfer RNA synthetase	6.1.1.5
Isoleucyl-transfer ribonucleate synthetase	6.1.1.5
Isomaltulose synthetase	5.4.99.11
Isomerase, 2-chlorocarboxymethylenebutenolide	5.2.1.10
Isomerase, 3-carboxy-cis, cis-muconate cyclo-	5.5.1.2
Isomerase, 4-deoxy-L-threo-5-hexulose uronate	5.3.1.17
Isomerase, 4-methyl-2-enelactone	5.4.99.14
Isomerase, 5-carboxymethyl-2-hydroxymuconate	5.3.3.10
Isomerase, D-lyxose	5.3.1.15
Isomerase, L-arabinose	5.3.1.4
Isomerase, L-fucose	5.3.1.25
Isomerase, L-rhamnose	5.3.1.14
Isomerase, N-(phosphoribosylformimino)aminophosphoribosylimidazolecarboxamide	5.3.1.16
Isomerase, aconitate DELTA-	5.3.3.7
Isomerase, arabinose	5.3.1.3
Isomerase, arabinose phosphate	5.3.1.13
Isomerase, chalcone	5.5.1.6
Isomerase, chloromuconate cyclo-	5.5.1.7
Isomerase, cholestenol DELTA-	5.3.3.5
Isomerase, corticosteroid sidechain	5.3.1.21
Isomerase, cycloeucalenol-obtusifoliol	5.5.1.9
Isomerase, deoxiribonucleate topo-	5.99.1.2
Isomerase, deoxyribonucleate topo-, II	5.99.1.3
Isomerase, dodecenoyl coenzyme A Delta-	5.3.3.8
Isomerase, farnesol	5.2.1.9
Isomerase, furylfuramide	5.2.1.6
Isomerase, galactose 6-phosphate	5.3.1.26
Isomerase, glucose phosphate	5.3.1.9
Isomerase, glucuronate	5.3.1.12
Isomerase, isopentenylpyrophosphate DELTA-	5.3.3.2
Isomerase, isopiperitenone	5.3.3.11
Isomerase, linoleate	5.2.1.5
Isomerase, maleate	5.2.1.1
Isomerase, maleylacetoacetate	5.2.1.2
Isomerase, maleylpyruvate	5.2.1.4
Isomerase, mannose	5.3.1.7
Isomerase, mannose phosphate	5.3.1.8
Isomerase, methylitaconate	5.3.3.6
Isomerase, methylitaconate DELTA-	5.3.3.6
Isomerase, methylthioribose 1-phosphate	5.3.1.23
Isomerase, muconate cyclo-	5.5.1.1
Isomerase, muconolactoneDELTA-	5.3.3.4
Isomerase, peptide serine	5.1.1.16
Isomerase, peptidylprolyl cis-trans	5.2.1.8
Isomerase, precorrin (Methanobacterium thermoautothrophicum strainDELTAH gene MTH227)	5.4.1.2
Isomerase, precorrin (Methanococcus jannaschii gene MJ0930)	5.4.1.2
Isomerase, prostaglandin A1DELTA-	5.3.3.9
Isomerase, prostaglandin R2 E-	5.3.99.3
Isomerase, prostaglanin R2 D-	5.3.99.2
Isomerase, retinene	5.2.1.3
Isomerase, retinol	5.2.1.7
Isomerase, ribose	5.3.1.20
Isomerase, ribose phosphate	5.3.1.6
Isomerase, steroid DELTA	5.3.3.1
Isomerase, tetrahydroxypteridine cyclo-	5.5.1.3
Isomerase, thiocyanate	5.99.1.1
Isomerase, triose phosphate	5.3.1.1
Isomerase, uroporphyrinogen	4.2.1.75
Isomerase, vinylacetyl coenzyme ADELTA-	5.3.3.3
Isomerase, xylose	5.3.1.5
Isomerase,phosphoribosylformiminoaminophosphoribosylimidazolecarboxamide	5.3.1.16
Isopententenyl diphosphate:dimethylallyl diphosphate isomerase	5.3.3.2
Isopentenyl pyrophosphate isomerase	5.3.3.2
Isopentenyl pyrophosphate isomerase:dimethylallyl pyrophosphateisomerase	5.3.3.2
Isopentenyldiphosphate DELTA-isomerase	5.3.3.2
Isopentenylpyrophosphate isomerase	5.3.3.2
Isopiperitenone isomerase	5.3.3.11
Isoquinoline hydroxylase	1.3.99.16
Isoquinoline oxidase	1.3.99.16
Isothiocyanic isomerase	5.99.1.1
Isozyme 1B	3.2.1.1
Isozyme 3A	1.14.14.1
Isozyme CH1	3.6.1.7
Isozyme CH2	3.6.1.7
Isozyme TU1	3.6.1.7
Isozyme delta	6.3.1.2
IspA	2.5.1.1 / or / 2.5.1.10
IspC	1.1.1.267
IspD	2.7.7.60
IspDF 	2.7.1.148 / or / 2.7.7.60 / or / 4.6.1.12
IspE	2.7.1.148
IspE 	4.6.1.12
IspF	4.6.1.12
IspG	1.17.7.1
IspG protein	1.17.7.1
IspG-protein	1.17.7.1
It-TSA	4.2.1.20
Itaconyl coenzyme A hydratase	4.2.1.56
Itaconyl-CoA hydratase	4.2.1.56
Itch 	6.3.2.19
Itch/AIP4	6.3.2.19
Itch/atrophin-1 interacting protein 4	6.3.2.19
Itk	2.7.10.2
Itpk-1	2.7.1.159
Itpkb	2.7.1.127
IucD	1.14.13.59
IvaAB	1.14.13.82
J Protease	3.4.24.50
J-4 serine-carboxyl proteinase	3.4.21.B48
J-binding protein 1	1.14.11.6
J1	3.2.1.21
J1 acylase	3.5.1.93
JA methyltransferase	2.1.1.141
JAK	2.7.10.2
JAK protein tyrosine kinase	2.7.10.2
JAK1 kinase	2.7.10.2
JAK2	2.7.10.2
JAK2 protein tyrosine kinase	2.7.10.2
JAK2 tyrosine kinase	2.7.10.2
JAMT	2.1.1.141
JARID1B	1.14.11.B2
JBP1	1.14.11.6
JBU 	3.5.1.5
JBURE-II 	3.5.1.5
JDP2 ubiquitin ligase	6.3.2.19
JEV NS5	2.7.7.48
JEV NS5 protein	2.7.7.48
JEV RdRp	2.7.7.48
JF1	3.4.24.73
JFP-synthase	2.4.1.96
JG	3.4.24.73
JH III esterase	3.1.1.59
JH epoxide hydrolase	3.3.2.9
JH esterase	3.1.1.59
JH-esterase	3.1.1.59
JHDM1A	1.14.11.27
JHDM2A	1.14.11.B1
JHE	3.1.1.59
JHEH	3.3.2.9
JHGase I	3.2.1.20
JIP60	3.2.2.22
JMJD1A	1.14.11.B1
JMJD2A	1.14.11.B1
JMT	2.1.1.141
JNK	2.7.11.24
JNK 2	2.7.11.24
JNK-1	2.7.11.24
JNK-2	2.7.11.24
JNK-3	2.7.11.24
JNK/SAPK1c	2.7.11.24
JNK1	2.7.11.24
JNK2	2.7.11.24
JNK3	2.7.11.24
JNKK2	2.7.12.2
JNKb	2.7.11.24
JSAP1	2.7.11.25
Jak-3 Janus kinase	2.7.10.2
Jak2 protein	2.7.10.2
Janus family kinase JAK3	2.7.10.2
Janus kinase	2.7.10.2
Janus kinase 2	2.7.10.2
Janus kinase-binding protein 1	2.1.1.126
Japanese radish peroxidase	1.11.1.7
Jc-peptidase	3.4.11.22
JcBD1	1.2.1.8
JcKAS III	2.3.1.180
Jhd1	1.14.11.27
JmjC domain-containing histone demethylase 1	1.14.11.27
JmjC domain-containing histone demethylase 1A	1.14.11.27
JmjC domain-containing histone demethylation protein 3A	1.14.11.27 / or / 1.14.11.B1
JmjC domain-containing histone demethylation protein 3b	1.14.11.27 / or / 1.14.11.B1
JmjC+N	1.14.11.27 / or / 1.14.11.B1
JmjC-domain-containing histone demthylase 2A	1.14.11.B1
Jo-1	6.1.1.21
Jo-1 antigen	6.1.1.21
Juice bromelain	3.4.22.33
Jun N-terminal kinase kinase kinase	2.7.11.25
Jun N-terminal protein kinase	2.7.11.25
Jun-amino-terminal kinase	2.7.11.24
Jun-dimerization protein 2 ubiquitin ligase	6.3.2.19
Juvenile hormone analog esterase	3.1.1.59
Juvenile hormone carboxyesterase	3.1.1.59
Juvenile hormone esterase	3.1.1.59
K influx-ATPase	3.6.3.12
K(+)-ACDH	1.2.1.3
K(+)-activated acetaldehyde dehydrogenase	1.2.1.3
K+-p-nitrophenyl phosphatase	3.1.3.41
K+-phosphatase	3.1.3.41
K+-translocating Kdp-ATPase	3.6.3.12
K+-translocating KdpFABC P-type ATPase	3.6.3.12
K+-transporting KdpFABC P-type ATPase†	3.6.3.12
K+pNPPase	3.1.3.41
K-45	3.1.1.2
K-ACDH	1.2.1.5
K-API 	5.3.1.13
K-CKS 	2.7.7.38
K-KDO-CT 	2.7.7.38
K-cyclin/cdk6 kinase	2.7.11.22
K-glutaminase	3.5.1.2
K. pneumoniae MTA/SAH nucleosidase	3.2.2.9
K1	3.4.21.35 / or / 3.5.1.4
K10	3.4.21.B41
K12	3.4.21.B43
K12 YgjK protein	3.2.1.106
K13	3.4.21.119
K2	3.4.21.35
K3	3.4.21.77
K35	2.7.11.22
K3H	1.14.13.9
K4	3.4.21.77 / or / 3.4.21.B12
K5	3.4.21.B39
K7	3.4.21.117
K9	3.4.21.B40
KACPR	1.1.1.100
KAD	4.1.1.75
KAG	3.5.1.2
KAL-B	3.4.21.B10
KAM	5.4.3.2
KAO	1.14.13.79
KAP	3.1.3.16 / or / 3.4.11.6
KAP NTPase	3.6.1.15
KAPA synthase	2.3.1.47
KAPA synthetase	2.3.1.47
KAR	1.1.1.96
KAR3-encoded kinesin	3.6.4.5
KARI	1.1.1.86
KARS	6.1.1.6
KAS	2.3.1.41
KAS I	2.3.1.41
KAS II	2.3.1.179
KAS III	2.3.1.180
KAS IIIA	2.3.1.180
KAS IIIB	2.3.1.180
KAS-III	2.3.1.180
KAS3a	2.3.1.180
KAS3b	2.3.1.180
KASII	2.3.1.179
KASIII	2.3.1.180
KAT	2.3.1.16 / or / 2.6.1.7
KAT 	4.4.1.13
KAT I	2.6.1.7
KAT II	2.6.1.7
KAT IV	2.6.1.1
KAT-1	2.6.1.7
KAT-I	2.6.1.7
KAT/GTK	2.6.1.64
KATI	2.6.1.15
KB endonuclease	3.1.30.1
KBL 	2.3.1.29
KCBP	3.6.4.4 / or / 3.6.4.B1
KCSI	2.3.1.41
KD(P)G aldolase	4.1.2.14
KDA dehydratase	4.2.1.43
KDC	4.1.1.71
KDG aldolase	4.1.2.20
KDG dehydratase	4.2.1.41
KDG kinase	2.7.1.45
KDG-aldolase	4.1.2.20
KDGA	4.1.2.14
KDGDH	4.2.1.41
KDGK	2.7.1.45
KDGLucA	4.1.2.20
KDGal kinase	2.7.1.58
KDGalA kinase	2.7.1.58
KDM1	1.14.11.B2
KDO aldolase	4.1.2.23
KDO-8-P synthase	2.5.1.55
KDO-8-P synthetase	2.5.1.55
KDO-CT	2.7.7.38
KDO8-P	2.5.1.55
KDO8P synthases	2.5.1.55
KDO8PS	2.5.1.55
KDOPS	2.5.1.55
KDPG aldolase	4.1.2.14 / or / 4.1.3.17
KDPG-aldolase	4.1.2.14
KDPGal aldolase	4.1.2.21
KDPH synthase	2.5.1.54
KDPH synthetase	2.5.1.54
KDPO synthetase	2.5.1.55
KDR	2.7.10.1
KDR/fetal liver kinase-1	2.7.10.1
KDS reductase	1.1.1.102
KEX1 carboxypeptidase	3.4.16.6
KEX1 proteinase	3.4.16.6
KEX1DELTAp	3.4.16.6
KF-	2.7.7.7
KFA	3.5.1.9
KFase	3.5.1.9
KGA	3.5.1.2
KGDH 	1.2.4.2
KGDHC	1.2.4.2
KGF receptor	2.7.10.1
KGO	1.2.7.3
KGOR	1.2.7.3
KGP	3.4.22.47
KGPDC	4.1.1.85
KGSADH	1.2.1.26
KGSADH-I	1.2.1.26
KGSADH-II	1.2.1.26
KGSADH-III	1.2.1.26
KHC	3.6.4.4
KHG-aldolase	4.1.3.16
KHK 	2.7.1.3
KHMT	2.1.2.11
KHase	4.2.1.95
KIAA0369	2.7.11.1
KIAA0860	6.3.2.19
KIAA1001	3.1.6.1
KIAA1363	3.1.1.13
KIF 14	3.6.4.B1
KIF10	3.6.4.4
KIF11	3.6.4.4
KIF13A	3.6.4.4
KIF13B	3.6.4.4
KIF15	3.6.4.4
KIF16A	3.6.4.4
KIF16B	3.6.4.4
KIF18A	3.6.4.B1
KIF1A	3.6.4.4
KIF1B	3.6.4.4
KIF2	3.6.4.4
KIF2beta	3.6.4.4
KIF3	3.6.4.4
KIF3A 	3.6.4.4
KIF3B	3.6.4.4
KIF4	3.6.4.B1
KIF5	3.6.4.4 / or / 3.6.4.B1
KIF5A	3.6.4.4
KIF5B	3.6.4.4
KIF5C	3.6.4.4 / or / 3.6.4.B1
KIF6	3.6.4.4
KIF7	3.6.4.4
KIF8	3.6.4.4
KIFC1	3.6.4.4
KIFC2	3.6.4.4
KIFC3	3.6.4.5
KIFC5A	3.6.4.B1
KIM-PTP	3.1.3.48
KIM-containing PTP	3.1.3.48
KINA	2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine) / or / 3.6.4.4
KINA kinesin	3.6.4.4
KIP1	3.6.4.4
KIPase	3.4.25.1
KIT	2.7.10.1
KIT receptor tyrosine kinase	2.7.10.1
KLCR1	1.1.1.184
KLK	3.4.21.35
KLK 	3.4.21.B12
KLK-4 proteinase	3.4.21.B12
KLK-L1	3.4.21.B12 / or / 3.4.21.B41
KLK-L2	3.4.21.B39
KLK-L3 	3.4.21.35
KLK-S3	3.4.21.35 / or / 3.4.21.B40
KLK1	3.4.21.35
KLK10	3.4.21.B41
KLK11	3.4.21.35 / or / 3.4.21.B42
KLK12	3.4.21.B43
KLK13	3.4.21.119
KLK14	3.4.21.B45
KLK3	3.4.21.77
KLK4	3.4.21.35 / or / 3.4.21.B12
KLK5	3.4.21.B39
KLK6	3.4.21.B10
KLK7	3.4.21.117
KLK8	3.4.21.118
KLK9	3.4.21.35 / or / 3.4.21.B40
KLP-15	3.6.4.5
KLP-6 kinesin	3.6.4.B1
KLUA-9	3.5.2.6
KLotho lactase phlorizin hydrolase 	3.2.1.62
KLrP	3.2.1.45
KM endopeptidase	3.4.17.14
KML	3.2.2.22
KMO	1.14.13.9
KNOPF	3.2.1.106
KO	1.14.13.78
KOD1	3.1.26.4
KOKV helicase	3.6.4.B3
KOR	1.2.7.3
KOS1	1.14.13.78
KOS2	1.14.13.78
KOS3	1.14.13.78
KOS4	1.14.13.78
KPA reductase	1.1.1.169
KPC-3	3.5.2.6
KPC1	6.3.2.19
KPC2	6.3.2.19
KPHMT	2.1.2.11
KPI-2 kinase	2.7.11.19
KPP	3.1.3.45
KPR	1.1.1.169
KPSF protein	5.3.1.13
KPase	2.4.1.230
KR	1.1.1.184
KRA	3.2.1.1
KRP/hK6	3.4.21.B10
KRP/hK8	3.4.21.118
KRS	6.1.1.6
KRS-1	6.1.1.6
KS	4.2.3.19
KS1	4.2.3.19
KSCP	3.4.21.B48
KSDH	1.3.99.4
KSG6ST	2.8.2.21
KSGC	4.6.1.2
KSGal6ST	2.8.2.21
KSI	5.3.3.1
KSP	3.6.4.3 / or / 3.6.4.4
KSST	2.8.2.21
KSTD1 	1.3.99.4
KSTD2 	1.3.99.4
KSTD3 	1.3.99.4
KSTD3 orthologue	1.3.99.4
KSase II	3.2.1.103
KYE1	1.3.1.31
KYN-OHase	1.14.13.9
Kae1 	4.2.99.18
Kal	4.3.1.14
KamDE	5.4.3.4
Kar3	3.6.4.5
KasB	2.3.1.179
KasI	3.1.21.4
KatA	1.11.1.6
KatB	1.11.1.6
KatC	1.11.1.6
KatG 	1.11.1.6 / or / 1.11.1.7
KatP	1.11.1.6
Kazusase	3.4.21.62
KcMS	5.4.99.B2 (preliminary BRENDA-suppliled EC number)
KcPGA	3.5.1.11
Kcs1	2.7.1.151
Kcs1p	2.7.1.151
KdaD	4.2.1.43
KdcA	4.1.1.72
Kdd	1.4.1.11 / or / 1.4.1.B2
Kdo8P synthase	2.5.1.55
KdpABC	3.6.3.12
KdpCsol	3.6.3.12
KdsA	2.5.1.55
KdsC	3.1.3.45
KduI	5.3.1.17
Ke6 protein	1.1.1.62
KeACP	3.1.3.2
Keratinocyte growth factor receptor	2.7.10.1
Kex 2p proteinase	3.4.21.61
Kex1	3.4.16.6
Kex1p	3.4.16.6
Kex2	3.4.21.61
Kex2 endopeptidase	3.4.21.61
Kex2 endoprotease	3.4.21.61
Kex2 endoproteinase	3.4.21.61
Kex2 protease	3.4.21.61
Kex2 proteinase	3.4.21.61
Kex2-660	3.4.21.61
Kex2-like endoproteinase	3.4.21.61
Kex2-like precursor protein processing endoprotease	3.4.21.61
Kex2p	3.4.21.61
Kf-1 	6.3.2.19
KfiA	2.4.1.224
Kgd	4.1.1.71
KhACP 	3.1.3.2
Kidins220	3.6.1.15
Kidney microsomal carboxylesterase	3.1.1.1
Kidney-specific protein 32	1.13.99.1
Kidney-type arginase	3.5.3.1
Kin1	3.6.4.4
Kin28	2.7.11.23
Kin3	3.6.4.4
Kin5	3.6.4.4
Kinase EMB	2.7.10.2
Kinase EMT	2.7.10.2
Kinase NYK	2.7.10.1
Kinase TLK	2.7.10.2
Kinase VIK	2.7.10.1
Kinase insert domain receptor	2.7.10.1
Kinase interacting with stathmin	2.7.11.1
Kip3p	3.6.4.4
Kir 	3.6.5.2
Kit protein	2.7.10.1
Kit protein-tyrosine kinase	2.7.10.1
Kiz-1	2.7.11.1
KlADH4	1.1.1.1
KlAtf	2.3.1.84
KlDH3	1.1.1.1
KlFAD2	1.14.19.6
KlGdap1	3.6.1.42
KlHEM13	1.3.3.3
KlHxk1	2.7.1.1
KlPDC	4.1.1.1
KlZWF1	1.1.1.49
Kleistase L 1	3.2.1.1
Klenow fragment	2.7.7.7
Klotho-related protein	3.2.1.45
Klotho-related protein 	3.2.1.62
Klp5/Klp6 kinesin	3.6.4.4
KmADH3	1.1.1.1
KmADH4	1.1.1.1
KmSod1p	1.15.1.1
Korea-BFT	3.4.24.74
Kp2	1.18.6.1
KpA	1.11.1.6
KpnBI	3.1.21.3
KpnI	3.1.21.4
KpnI DNA methyltransferase	2.1.1.72
KpnI DNA-(N6-adenine)-methyltransferase	2.1.1.72
KpnI MTase	2.1.1.72
KpsF	2.7.7.38
KpsF 	5.3.1.13
KptA	2.7.1.160
Krct	2.7.11.1
Krev-1	3.6.5.2
KsdD	1.3.99.4
KsdD1	1.3.99.4
KsdD2	1.3.99.4
Ksp6321	3.1.21.4
Ksr1p	1.1.1.102
KsrA	1.1.1.102
Kss1	2.7.11.24
Kss1p	2.7.11.24
Kuzbanian protein	3.4.24.81
Kyorinase	3.4.21.63
L protein	1.4.4.2 / or / 2.7.7.48
L proteinase	3.4.22.46
L(+)-1-aminopropan-2-ol-NAD/NADP oxidoreductase	1.1.1.75
L(+)-1-aminopropan-2-ol:NAD+ oxidoreductase	1.1.1.75
L(+)-2,3-butanediol dehydrogenase (L-acetoin forming)	1.1.1.76
L(+)-3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157
L(+)-lactate:cytochrome c oxidoreductase	1.1.2.3
L(+)-nLDH	1.1.1.27
L,(L/D)-aminopeptidase	3.4.11.2
L,D-carboxypeptidase A	3.4.17.13
L,D-endopeptidase	3.4.24.B24
L,D-transpeptidase	2.3.2.12
L-(+)-3-Hydroxybutyryl CoA ligase	6.2.1.2
L-(+)-3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157
L-(+)-Tartaric acid dehydrase	4.2.1.32
L-(+)-Tartrate dehydratase	4.2.1.32
L-(+)-glycol:NAD(P) oxidoreductase	1.1.1.185
L-(+)-lactate dehydrogenase	1.1.1.27
L-(-)-CDHT	4.2.1.89
L-(-)-Tyrosine apodecarboxylase	4.1.1.25
L-(alpha-aminoadipyl)-L-cysteinyl-D-valine synthetase	6.3.2.26
L-2,3-butanediol dehydrogenase 	1.1.1.4
L-2,4-diaminobutanoate acetyltransferase	2.3.1.178
L-2,4-diaminobutyrate acetyltransferase	2.3.1.178
L-2,4-diaminobutyrate decarboxylase	4.1.1.86
L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase	2.6.1.76 / or / 4.1.1.86
L-2,4-diaminobutyric acid aminotransferase	2.6.1.46
L-2,4-diaminobutyric acid decarboxylase	4.1.1.86
L-2-MCPA dehalogenase	3.8.1.2
L-2-amino-4-chloro-4-pentenoate dehalogenase	4.5.1.4
L-2-haloacid dehalogenase	3.8.1.2
L-2-hydroxy acid oxidase	1.1.3.15
L-2-hydroxy fatty acid dehydrogenase	1.1.1.99
L-2-hydroxyacid oxidase A	1.1.3.15
L-2-hydroxyglutaric acid dehydrogenase	1.1.99.2
L-2-hydroxyphytanic acid oxidase	1.1.3.27
L-2-keto-3-deoxyarabonate dehydratase	4.2.1.43
L-3,4-Dihydroxyphenylalanine decarboxylase	4.1.1.28
L-3,4-dihydroxy-2-butanone 4-phosphate synthase	4.1.99.12
L-3,4-dihydroxy-2-butanone-4-phosphate	4.1.99.12
L-3,5-diaminohexanoate dehydrogenase	1.4.1.11
L-3-Aminobutyryl coenzyme A deaminase	4.3.1.14
L-3-Aminobutyryl-CoA deaminase	4.3.1.14
L-3-aldonate dehydrogenase	1.1.1.45
L-3-aldonic dehydrogenase	1.1.1.45
L-3-aminoisobutyrate transaminase	2.6.1.22
L-3-aminoisobutyric aminotransferase	2.6.1.22
L-3-glycerylphosphinicocholine cholinephosphohydrolase	3.1.4.38
L-3-hydroxyacid dehydrogenase	1.1.1.45
L-3-hydroxyacyl CoA dehydrogenase	1.1.1.35
L-3-hydroxyacyl-CoA dehydrogenase	1.1.1.35
L-3-hydroxyacyl-CoA dehydrogenase, short chain	1.1.1.35
L-3-hydroxyacylcoenzyme A dehydrogenase	1.1.1.35
L-3-hydroxybutyryl CoA dehydrogenase	1.1.1.35
L-4-hydroxymandelate oxidase (decarboxylating)	1.1.3.19
L-5,6-dihydro-orotate:NAD oxidoreductase	1.3.1.14
L-5,6-dihydroorotate:ubiquinone exidoreductase	1.3.5.2
L-5-Hydroxytryptophan decarboxylase	4.1.1.28
L-6-hydroxynicotine oxidase	1.5.3.5
L-7001	3.2.1.17
L-929 PNGase	3.5.1.52
L-AAO	1.4.3.2
L-AI NC8	5.3.1.4
L-AI US100	5.3.1.4
L-AP 	3.1.3.1
L-API 	5.3.1.13
L-ASNase	3.5.1.1
L-Ala dehydrogenase	1.4.1.1
L-Ala ligase	6.3.2.8
L-AlaDH	1.4.1.1
L-Alanine adding enzyme	6.3.2.8
L-Alanine racemase	5.1.1.1
L-Alanine-alpha-ketobutyrate aminotransferase	4.1.1.64
L-Alanine:D-alanine racemase	5.1.1.1
L-Amino acid racemase	5.1.1.10
L-Aox	1.4.3.2
L-Arabonate dehydrase	4.2.1.25
L-Arabonate dehydratase	4.2.1.25
L-Arginine decarboxylase	4.1.1.19
L-Aromatic amino acid decarboxylase	4.1.1.28
L-Asp oxidase	1.4.3.16
L-Asparagine synthetase	6.3.1.1 / or / 6.3.5.4
L-Asparate 4-carboxy-lyase	4.1.1.12
L-Aspartate alpha-decarboxylase	4.1.1.11
L-Aspartate beta-decarboxylase	4.1.1.12
L-Aspartate-alpha-decarboxylase	4.1.1.11 / or / 4.1.1.15
L-BDH	1.1.1.76
L-CA	3.1.3.48
L-CDH	1.1.1.108
L-CKS 	2.7.7.38
L-CPT 1	2.3.1.21
L-CPT1	2.3.1.21
L-Cysteine sulfinate acid desulfinase	4.1.1.12
L-Cysteine sulfinate carboxy-lyase	4.1.1.29
L-Cysteinesulfinic acid decarboxylase	4.1.1.29
L-DEX	3.8.1.2
L-DEX YL	3.8.1.2
L-DEXs	3.8.1.2
L-DNase II	3.1.22.1
L-DOPA decarboxylase	4.1.1.28
L-DOPA:oxygen oxidoreductase	1.14.18.1
L-Diaminopropionate ammonia-lyase	4.3.1.15
L-Fuc1P aldolase	4.1.2.17
L-Fucose isomerase	5.3.1.3
L-Fuculose 1-phosphate aldolase	4.1.2.17
L-Fuculose phosphate aldolase	4.1.2.17
L-Fuculose-1-P aldolase	4.1.2.17
L-G1PT	2.7.8.15
L-G3Pase	3.1.3.21
L-GLOD	1.4.3.11
L-GMD 	4.2.1.47
L-GalLDH	1.3.2.3
L-Glutamate alpha-decarboxylase	4.1.1.15
L-Glutamate decarboxylase	4.1.1.15
L-Glutamic acid decarboxylase	4.1.1.15
L-Glutamic decarboxylase	4.1.1.15
L-Glutamine synthetase	6.3.1.2
L-HAL	4.3.1.3
L-Histidine decarboxylase	4.1.1.22
L-Hyd	3.5.2.2
L-Hydroxy amino acid dehydratase	4.3.1.17
L-Hydroxyproline epimerase	5.1.1.8
L-IdnDH	1.1.1.128
L-JAK	2.7.10.2
L-KDA dehydratase	4.2.1.43
L-KDO-CT	2.7.7.38
L-LCR	1.1.2.3
L-LDH	1.1.1.27 / or / 1.1.99.6
L-LDH (FMN-dependent)	1.1.2.3
L-Lysine-2,3-aminomutase	5.4.3.2
L-Lysine-transfer RNA ligase	6.1.1.6
L-Lysyl-D-alanine carboxypeptidase	3.4.17.13
L-MDH	1.1.99.31
L-Methionine decarboxylase	4.1.1.57
L-MnP	1.11.1.13
L-N-carbamoylamino acid aminohydrolase	3.5.1.87
L-N-carbamoylase	3.5.1.87
L-Nhase	4.2.1.84
L-PGDS	5.3.99.2
L-PK	2.7.1.40
L-PPT N-acetyltransferase	2.3.1.183
L-Phenylalanine decarboxylase	4.1.1.53
L-Phenylalanyl-tRNAsynthetase	6.1.1.20
L-RAP	3.4.11.6
L-RI	5.3.1.14
L-RhI	5.3.1.14
L-Rhamnulose-1-phosphate L-lactaldehyde-lyase	4.1.2.19
L-Rhamnulose-1-phosphate aldolase	4.1.2.19
L-Ribulose phosphate 4-epimerase	5.1.3.4
L-Ribulose-5-phosphate 4-epimerase	5.1.3.4
L-SD	4.3.1.17
L-SD1	4.3.1.17
L-SD2	4.3.1.17
L-Selenocysteine-tRNASec synthase selenocysteine synthase	2.9.1.1
L-Selenocysteine-tRNASel synthase	2.9.1.1
L-Serine deaminase	4.3.1.17
L-TA	4.1.2.5
L-TDH	4.3.1.19
L-THA DH	4.3.1.16
L-TTD alpha	4.2.1.32
L-TTD beta	4.2.1.32
L-Tartrate dehydratase	4.2.1.32
L-ThrDH	1.1.1.103
