1.14.13.93	(+)-abscisic acid 8'-hydroxylase
2.3.1.96	glycoprotein N-palmitoyltransferase
2.3.1.142	glycoprotein O-fatty-acyltransferase
3.2.1.130	glycoprotein endo-alpha-1,2-mannosidase
2.4.1.122	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase
2.4.1.40	glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase
2.4.1.74	glycosaminoglycan galactosyltransferase
3.5.1.69	glycosphingolipid deacylase
3.1.6.3	glycosulfatase
3.2.1.62	glycosylceramidase
4.6.1.14	glycosylphosphatidylinositol diacylglycerol-lyase
3.1.4.50	glycosylphosphatidylinositol phospholipase D
2.3.1.97	glycylpeptide N-tetradecanoyltransferase
3.2.1.128	glycyrrhizinate beta-glucuronidase
1.2.1.17	glyoxylate dehydrogenase (acylating)
1.2.3.5	glyoxylate oxidase
1.1.1.26	glyoxylate reductase
1.1.1.79	glyoxylate reductase (NADP+)
3.4.24.78	gpr endopeptidase
3.4.21.B4 (preliminary BRENDA-supplied EC number)	granzyme K
3.4.21.B2 (preliminary BRENDA-supplied EC number)	granzyme M
3.5.3.2	guanidinoacetase
2.1.1.2	guanidinoacetate N-methyltransferase
2.7.3.1	guanidinoacetate kinase
3.5.3.7	guanidinobutyrase
3.1.3.40	guanidinodeoxy-scyllo-inositol-4-phosphatase
3.5.4.3	guanine deaminase
3.6.3.37	guanine-transporting ATPase
3.5.4.15	guanosine deaminase
2.4.2.15	guanosine phosphorylase
3.1.7.2	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate diphosphatase
3.6.1.42	guanosine-diphosphatase
2.7.7.45	guanosine-triphosphate guanylyltransferase
4.6.1.2	guanylate cyclase
2.7.4.8	guanylate kinase
5.5.1.16	halimadienyl-diphosphate synthase
3.8.1.3	haloacetate dehalogenase
3.8.1.5	haloalkane dehalogenase
2.7.1.102	hamamelose kinase
3.4.22.45	helper-component proteinase
1.14.99.3	heme oxygenase
3.6.3.41	heme-transporting ATPase
3.4.21.98	hepacivirin
2.3.1.78	heparan-alpha-glucosaminide N-acetyltransferase
3.2.1.B2 (preliminary BRENDA-supplied EC number)	heparanase
4.2.2.7	heparin lyase
4.2.2.8	heparin-sulfate lyase
5.1.3.17	heparosan-N-sulfate-glucuronate 5-epimerase
3.3.2.7	hepoxilin-epoxide hydrolase
3.4.21.106	hepsin
2.4.1.48	heteroglycan alpha-mannosyltransferase
3.6.5.1	heterotrimeric G-protein GTPase
1.2.1.42	hexadecanal dehydrogenase (acylating)
1.1.1.164	hexadecanol dehydrogenase
2.1.1.114	hexaprenyldihydroxybenzoate methyltransferase
2.7.1.1	hexokinase
1.1.3.5	hexose oxidase
2.4.1.197	high-mannose-oligosaccharide beta-1,4-N-acetylglucosaminyltransferase
3.4.21.B42 (preliminary BRENDA-supplied EC number)	hippostasin
3.5.1.32	hippurate hydrolase
2.1.1.8	histamine N-methyltransferase
2.3.1.33	histidine N-acetyltransferase
4.3.1.3	histidine ammonia-lyase
2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine)	histidine kinase
2.6.1.38	histidine transaminase
1.1.1.23	histidinol dehydrogenase
3.1.3.15	histidinol-phosphatase
2.6.1.9	histidinol-phosphate transaminase
2.3.1.48	histone acetyltransferase
3.5.1.98	histone deacetylase
2.1.1.125	histone-arginine N-methyltransferase
2.1.1.43	histone-lysine N-methyltransferase
2.7.8.7	holo-[acyl-carrier-protein] synthase
4.4.1.B1 (preliminary BRENDA-supplied EC number)	holocytochrome-c1 synthase
4.2.1.36	homoaconitate hydratase
2.3.3.14	homocitrate synthase
2.1.1.10	homocysteine S-methyltransferase
4.4.1.2	homocysteine desulfhydrase
1.13.11.5	homogentisate 1,2-dioxygenase
6.3.2.23	homoglutathione synthase
1.1.1.87	homoisocitrate dehydrogenase
2.3.1.31	homoserine O-acetyltransferase
2.3.1.46	homoserine O-succinyltransferase
1.1.1.3	homoserine dehydrogenase
2.7.1.39	homoserine kinase
2.5.1.44	homospermidine synthase
2.5.1.45	homospermidine synthase (spermidine-specific)
3.1.1.79	hormone-sensitive lipase
3.4.24.47	horrilysin
3.4.23.B8 (preliminary BRENDA-supplied EC number)	human T-cell leukemia virus type 1 protease
3.4.23.B7 (preliminary BRENDA-supplied EC number)	human endogenous retrovirus K10 endopeptidase
3.4.21.B1 (preliminary BRENDA-supplied EC number)	hyalorunan-binding serine protease
2.4.1.212	hyaluronan synthase
4.2.2.1	hyaluronate lyase
3.2.1.35	hyaluronoglucosaminidase
3.2.1.36	hyaluronoglucuronidase
5.1.99.5	hydantoin racemase
1.12.1.2	hydrogen dehydrogenase
1.12.1.3	hydrogen dehydrogenase (NADP+)
2.3.1.10	hydrogen-sulfide S-acetyltransferase
1.12.5.1	hydrogen:quinone oxidoreductase
1.12.99.6	hydrogenase (acceptor)
3.4.24.B22 (preliminary BRENDA-supplied EC number)	hydrogenase maturation endopeptidase
6.3.5.9	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)
1.8.99.3	hydrogensulfite reductase
4.2.1.92	hydroperoxide dehydratase
2.4.1.218	hydroquinone glucosyltransferase
1.1.99.24	hydroxyacid-oxoacid transhydrogenase
3.1.2.6	hydroxyacylglutathione hydrolase
2.4.1.181	hydroxyanthraquinone glucosyltransferase
3.1.1.22	hydroxybutyrate-dimer hydrolase
2.4.1.126	hydroxycinnamate 4-beta-glucosyltransferase
1.1.1.166	hydroxycyclohexanecarboxylate dehydrogenase
3.5.99.3	hydroxydechloroatrazine ethylaminohydrolase
2.7.1.50	hydroxyethylthiazole kinase
3.5.2.17	hydroxyisourate hydrolase
1.7.3.4	hydroxylamine oxidase
1.7.99.8	hydroxylamine oxidoreductase
1.7.99.1	hydroxylamine reductase
1.7.1.10	hydroxylamine reductase (NADH)
2.7.1.81	hydroxylysine kinase
1.1.1.167	hydroxymalonate dehydrogenase
2.4.1.178	hydroxymandelonitrile glucosyltransferase
2.5.1.61	hydroxymethylbilane synthase
3.1.2.5	hydroxymethylglutaryl-CoA hydrolase
1.1.1.88	hydroxymethylglutaryl-CoA reductase
1.1.1.34	hydroxymethylglutaryl-CoA reductase (NADPH)
2.3.3.10	hydroxymethylglutaryl-CoA synthase
2.7.1.49	hydroxymethylpyrimidine kinase
4.1.2.37	hydroxynitrilase
1.14.13.42	hydroxyphenylacetonitrile 2-monooxygenase
1.1.1.237	hydroxyphenylpyruvate reductase
1.1.3.27	hydroxyphytanate oxidase
1.1.1.81	hydroxypyruvate reductase
1.13.11.37	hydroxyquinol 1,2-dioxygenase
2.7.1.B3 (preliminary BRENDA-supplied EC number)	hygromycin B 4-O-kinase
2.7.1.119	hygromycin-B 7''-O-kinase
1.14.11.11	hyoscyamine (6S)-dioxygenase
3.4.21.49	hypodermin C
1.7.1.5	hyponitrite reductase
1.8.1.3	hypotaurine dehydrogenase
2.7.3.6	hypotaurocyamine kinase
2.4.2.8	hypoxanthine phosphoribosyltransferase
3.4.24.B19 (preliminary BRENDA-supplied EC number)	i-AAA protease
2.3.1.119	icosanoyl-CoA synthase
3.1.6.13	iduronate-2-sulfatase
2.3.1.2	imidazole N-acetyltransferase
1.14.13.5	imidazoleacetate 4-monooxygenase
4.2.1.19	imidazoleglycerol-phosphate dehydratase
3.5.2.7	imidazolonepropionase
1.1.1.112	indanol dehydrogenase
1.13.11.17	indole 2,3-dioxygenase
1.2.3.7	indole-3-acetaldehyde oxidase
1.1.1.190	indole-3-acetaldehyde reductase (NADH)
1.1.1.191	indole-3-acetaldehyde reductase (NADPH)
2.4.1.121	indole-3-acetate beta-glucosyltransferase
4.1.2.8 (reinstated 2006, had been eliminated in 1972)	indole-3-glycerol-phosphate lyase
4.1.1.48	indole-3-glycerol-phosphate synthase
4.99.1.6	indoleacetaldoxime dehydratase
2.3.1.72	indoleacetylglucose-inositol O-acyltransferase
1.13.11.52	indoleamine 2,3-dioxygenase
1.1.1.110	indolelactate dehydrogenase
2.1.1.47	indolepyruvate C-methyltransferase
1.2.7.8	indolepyruvate ferredoxin oxidoreductase
2.4.1.156	indolylacetyl-myo-inositol galactosyltransferase
2.4.2.34	indolylacetylinositol arabinosyltransferase
2.4.1.220	indoxyl-UDPG glucosyltransferase
3.4.21.115	infectious pancreatic necrosis birnavirus Vp4 peptidase
2.4.1.232	initiation-specific alpha-1,6-mannosyltransferase
3.6.1.1	inorganic diphosphatase
3.2.2.12	inosinate nucleosidase
2.7.1.73	inosine kinase
3.2.2.2	inosine nucleosidase
2.1.1.40	inositol 1-methyltransferase
1.1.1.18	inositol 2-dehydrogenase
2.4.1.123	inositol 3-alpha-galactosyltransferase
2.7.1.64	inositol 3-kinase
2.1.1.39	inositol 3-methyltransferase
2.1.1.129	inositol 4-methyltransferase
1.13.99.1	inositol oxygenase
2.7.1.159	inositol-1,3,4-trisphosphate 5/6-kinase
3.1.3.57	inositol-1,4-bisphosphate 1-phosphatase
5.5.1.4	inositol-3-phosphate synthase
2.7.4.21	inositol-hexakisphosphate kinase
2.7.1.158	inositol-pentakisphosphate 2-kinase
3.1.3.25	inositol-phosphate phosphatase
3.1.3.56	inositol-polyphosphate 5-phosphatase
2.7.1.151	inositol-polyphosphate multikinase
2.7.1.134	inositol-tetrakisphosphate 1-kinase
2.7.1.140	inositol-tetrakisphosphate 5-kinase
2.7.1.127	inositol-trisphosphate 3-kinase
3.4.24.56	insulysin
3.4.24.7	interstitial collagenase
4.2.2.17	inulin fructotransferase (DFA-I-forming)
4.2.2.18	inulin fructotransferase (DFA-III-forming)
3.2.1.7	inulinase
2.4.1.9	inulosucrase
1.11.1.8	iodide peroxidase
1.11.1.B6 (preliminary BRENDA-supplied EC number)	iodide peroxidase (vanadium-containing)
2.1.1.26	iodophenol O-methyltransferase
3.2.1.157	iota-carrageenase
3.6.3.34	iron-chelate-transporting ATPase
1.9.99.1	iron-cytochrome-c reductase
3.2.1.68	isoamylase
2.1.1.91	isobutyraldoxime O-methyltransferase
5.4.99.13	isobutyryl-CoA mutase
3.3.2.1	isochorismatase
2.3.1.126	isocitrate O-dihydroxycinnamoyltransferase
1.1.1.41	isocitrate dehydrogenase (NAD+)
1.1.1.42	isocitrate dehydrogenase (NADP+)
4.1.3.1	isocitrate lyase
1.1.1.286 ()	isocitrate-homoisocitrate dehydrogenase
1.14.13.89	isoflavone 2'-hydroxylase
1.14.13.52	isoflavone 3'-hydroxylase
2.1.1.46	isoflavone 4'-O-methyltransferase
2.4.1.170	isoflavone 7-O-glucosyltransferase
2.1.1.150	isoflavone 7-O-methyltransferase
2.3.1.115	isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase
2.1.1.154	isoliquiritigenin 2'-O-methyltransferase
2.5.1.38	isonocardicin synthase
2.1.1.78	isoorientin 3'-O-methyltransferase
2.3.1.164	isopenicillin-N N-acyltransferase
5.1.1.17	isopenicillin-N epimerase
1.21.3.1	isopenicillin-N synthase
5.3.3.2	isopentenyl-diphosphate DELTA-isomerase
4.2.3.44	isopimara-7,15-diene synthase
1.1.1.223	isopiperitenol dehydrogenase
5.3.3.11	isopiperitenone DELTA-isomerase
4.2.3.27	isoprene synthase
1.1.1.80	isopropanol dehydrogenase (NADP+)
3.2.1.57	isopullulanase
1.3.99.10	isovaleryl-CoA dehydrogenase
2.4.1.106	isovitexin beta-glucosyltransferase
3.4.24.73	jararhagin
2.1.1.141	jasmonate O-methyltransferase
1.14.99.27	juglone 3-monooxygenase
2.4.1.234	kaempferol 3-O-galactosyltransferase
2.1.1.155	kaempferol 4'-O-methyltransferase
3.4.21.B41 (preliminary BRENDA-supplied EC number)	kallikrein 10
3.4.21.B43 (preliminary BRENDA-supplied EC number)	kallikrein 12
3.4.21.119	kallikrein 13
3.4.21.B45 (preliminary BRENDA-supplied EC number)	kallikrein 14
3.4.21.118	kallikrein 8
3.4.21.B40 (preliminary BRENDA-supplied EC number)	kallikrein 9
2.7.1.95	kanamycin kinase
3.2.1.83	kappa-carrageenase
2.8.2.21	keratan sulfotransferase
3.2.1.103	keratan-sulfate endo-1,4-beta-galactosidase
2.7.1.3	ketohexokinase
1.1.1.86	ketol-acid reductoisomerase
4.2.1.95	kievitone hydratase
3.6.4.B1 (preliminary BRENDA-supplied EC number)	kinesin K16
2.4.1.230	kojibiose phosphorylase
3.4.21.B48 (preliminary BRENDA-supplied EC number)	kumamolysin
1.3.1.18	kynurenate-7,8-dihydrodiol dehydrogenase
3.7.1.3	kynureninase
1.14.13.9	kynurenine 3-monooxygenase
1.14.99.2	kynurenine 7,8-hydroxylase
2.6.1.63	kynurenine-glyoxylate transaminase
2.6.1.7	kynurenine-oxoglutarate transaminase
1.10.3.2	laccase
1.2.1.22	lactaldehyde dehydrogenase
1.1.1.77	lactaldehyde reductase
1.1.1.55	lactaldehyde reductase (NADPH)
3.2.1.108	lactase
1.13.12.4	lactate 2-monooxygenase
4.1.2.36	lactate aldolase
1.1.99.7	lactate-malate transhydrogenase
3.2.1.140	lacto-N-biosidase
2.4.1.22	lactose synthase
2.4.1.206	lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase
2.4.1.228	lactosylceramide 4-alpha-galactosyltransferase
2.4.99.9	lactosylceramide alpha-2,3-sialyltransferase
2.4.99.11	lactosylceramide alpha-2,6-N-sialyltransferase
2.4.1.179	lactosylceramide beta-1,3-galactosyltransferase
4.2.1.54	lactoyl-CoA dehydratase
4.4.1.5	lactoylglutathione lyase
3.2.1.162	lambda-carrageenase
2.4.1.31	laminaribiose phosphorylase
1.14.21.6	lathosterol oxidase
2.5.1.69	lavandulyl diphosphate synthase
2.5.1.71	leachianone-G 2''-dimethylallyltransferase
1.6.2.6	leghemoglobin reductase
3.4.22.B47 (preliminary BRENDA-supplied EC number)	legume cysteine endopeptiase
3.4.24.36	leishmanolysin
5.4.3.7	leucine 2,3-aminomutase
2.3.1.66	leucine N-acetyltransferase
1.4.1.9	leucine dehydrogenase
2.6.1.6	leucine transaminase
1.17.1.3	leucoanthocyanidin reductase
1.14.11.19	leucocyanidin oxygenase
3.4.24.6	leucolysin
3.4.11.1	leucyl aminopeptidase
2.3.2.6	leucyltransferase
3.4.21.37	leukocyte elastase
3.3.2.6	leukotriene-A4 hydrolase
1.14.13.30	leukotriene-B4 20-monooxygenase
4.4.1.20	leukotriene-C4 synthase
1.14.13.34	leukotriene-E4 20-monooxygenase
4.2.2.16	levan fructotransferase (DFA-IV-forming)
3.2.1.65	levanase
2.4.1.10	levansucrase
4.2.3.32	levopimaradiene synthase
3.2.1.73	licheninase
2.1.1.65	licodione 2'-O-methyltransferase
1.14.13.87	licodione synthase
1.11.1.14	lignin peroxidase
1.13.11.43	lignostilbene alphabeta-dioxygenase
3.2.1.142	limit dextrinase
1.14.13.107	limonene 1,2-monooxygenase
1.1.1.297	limonene-1,2-diol dehydrogenase
3.3.2.8	limonene-1,2-epoxide hydrolase
3.1.1.36	limonin-D-ring-lactonase
2.4.1.210	limonoid glucosyltransferase
3.4.21.85	limulus clotting factor B
3.4.21.84	limulus clotting factor C
1.14.99.28	linalool 8-monooxygenase
2.4.1.63	linamarin synthase
5.3.3.B2 (preliminary BRENDA-supplied EC number)	linoleate (10E,12Z)-isomerase
1.13.11.45	linoleate 11-lipoxygenase
1.13.11.44	linoleate diol synthase
1.14.19.3	linoleoyl-CoA desaturase
2.4.1.182	lipid-A-disaccharide synthase
3.1.3.76	lipid-phosphate phosphatase
2.7.7.63	lipoate-protein ligase
2.4.1.44	lipopolysaccharide 3-alpha-galactosyltransferase
2.4.1.56	lipopolysaccharide N-acetylglucosaminyltransferase
2.4.1.180	lipopolysaccharide N-acetylmannosaminouronosyltransferase
2.4.1.58	lipopolysaccharide glucosyltransferase I
2.4.1.73	lipopolysaccharide glucosyltransferase II
3.6.3.39	lipopolysaccharide-transporting ATPase
3.1.1.34	lipoprotein lipase
1.13.11.12	lipoxygenase
2.8.1.8	lipoyl synthase
2.3.1.181	lipoyl(octanoyl) transferase
1.14.13.94	lithocholate 6beta-hydroxylase
2.1.1.50	loganate O-methyltransferase
2.4.1.B1 (preliminary BRENDA-supplied EC number)	loliose synthase
2.7.3.5	lombricine kinase
1.1.1.211	long-chain-3-hydroxyacyl-CoA dehydrogenase
1.3.99.13	long-chain-acyl-CoA dehydrogenase
2.3.1.75	long-chain-alcohol O-fatty-acyltransferase
1.1.1.192	long-chain-alcohol dehydrogenase
1.1.3.20	long-chain-alcohol oxidase
1.2.1.48	long-chain-aldehyde dehydrogenase
4.2.1.74	long-chain-enoyl-CoA hydratase
1.2.1.50	long-chain-fatty-acyl-CoA reductase
3.5.1.55	long-chain-fatty-acyl-glutamate deacylase
2.3.1.161	lovastatin nonaketide synthase
2.7.11.29	low-density-lipoprotein receptor kinase
2.5.1.B6 (preliminary BRENDA-supplied EC number)	lumazine synthase
1.17.5.B1 (preliminary BRENDA-supplied EC number)	lupanine hydroxylase
5.4.99.B3 (preliminary BRENDA-supplied EC number)	lupeol synthase
2.4.1.189	luteolin 7-O-glucuronosyltransferase
2.1.1.42	luteolin O-methyltransferase
2.4.1.191	luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase
2.4.1.190	luteolin-7-O-glucuronide 2''-O-glucuronosyltransferase
5.4.3.2	lysine 2,3-aminomutase
1.13.12.2	lysine 2-monooxygenase
1.4.1.18	lysine 6-dehydrogenase
2.3.1.32	lysine N-acetyltransferase
2.1.3.8	lysine carbamoyltransferase
3.4.17.3	lysine carboxypeptidase
1.4.1.15	lysine dehydrogenase
2.6.1.71	lysine-pyruvate 6-transaminase
6.1.1.25	lysine-tRNAPyl ligase
3.1.1.5	lysophospholipase
3.4.16.2	lysosomal Pro-Xaa carboxypeptidase
3.4.24.75	lysostaphin
3.2.1.17	lysozyme
3.4.21.50	lysyl endopeptidase
2.3.2.3	lysyltransferase
3.4.24.B18 (preliminary BRENDA-supplied EC number)	m-AAA protease
3.6.1.30	m7G(5')pppN diphosphatase
2.1.1.62	mRNA (2'-O-methyladenosine-N6-)-methyltransferase
2.1.1.56	mRNA (guanine-N7-)-methyltransferase
2.1.1.57	mRNA (nucleoside-2'-O-)-methyltransferase
2.7.7.50	mRNA guanylyltransferase
2.1.1.101	macrocin O-methyltransferase
2.7.1.136	macrolide 2'-kinase
3.4.24.65	macrophage elastase
6.6.1.1	magnesium chelatase
2.1.1.11	magnesium protoporphyrin IX methyltransferase
1.14.13.81	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
3.4.24.62	magnolysin
1.1.1.37	malate dehydrogenase
1.1.1.82	malate dehydrogenase (NADP+)
1.1.99.16	malate dehydrogenase (acceptor)
1.1.1.39	malate dehydrogenase (decarboxylating)
1.1.1.38	malate dehydrogenase (oxaloacetate-decarboxylating)
1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)
1.1.5.B5 (preliminary BRENDA-supplied EC number)	malate dehydrogenase (quinone)
1.1.3.3	malate oxidase
2.3.3.9	malate synthase
4.2.1.31	maleate hydratase
3.5.2.16	maleimide hydrolase
1.3.1.32	maleylacetate reductase
2.8.3.3	malonate CoA-transferase
2.7.7.66	malonate decarboxylase holo-[acyl-carrier protein] synthase
1.2.1.15	malonate-semialdehyde dehydrogenase
1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
4.1.1.87	malonyl-S-ACP decarboxylase
2.1.3.10	malonyl-S-ACP:biotin-protein carboxyltransferase
2.3.1.79	maltose O-acetyltransferase
5.4.99.16	maltose alpha-D-glucosyltransferase
5.1.3.21	maltose epimerase
2.4.1.8	maltose phosphorylase
2.4.1.139	maltose synthase
3.2.1.122	maltose-6'-phosphate glucosidase
3.6.3.19	maltose-transporting ATPase
4.1.3.24	malyl-CoA lyase
3.5.1.86	mandelamide amidase
1.14.16.6	mandelate 4-monooxygenase
5.1.2.2	mandelate racemase
1.11.1.13	manganese peroxidase
3.6.3.35	manganese-transporting ATPase
3.2.1.77	mannan 1,2-(1,3)-alpha-mannosidase
3.2.1.100	mannan 1,4-mannobiosidase
3.2.1.78	mannan endo-1,4-beta-mannosidase
3.2.1.101	mannan endo-1,6-alpha-mannosidase
3.2.1.137	mannan exo-1,2-1,6-alpha-mannosidase
3.4.21.B7 (preliminary BRENDA-supplied EC number)	mannan-binding lectin-associated serine protease 1
3.4.21.104	mannan-binding lectin-associated serine protease-2
1.1.1.67	mannitol 2-dehydrogenase
1.1.1.138	mannitol 2-dehydrogenase (NADP+)
1.1.1.255	mannitol dehydrogenase
1.1.2.2	mannitol dehydrogenase (cytochrome)
3.1.3.22	mannitol-1-phosphatase
1.1.1.17	mannitol-1-phosphate 5-dehydrogenase
2.7.1.7	mannokinase
2.7.7.13	mannose-1-phosphate guanylyltransferase
2.7.7.22	mannose-1-phosphate guanylyltransferase (GDP)
1.1.1.224	mannose-6-phosphate 6-reductase
3.1.3.70	mannosyl-3-phosphoglycerate phosphatase
2.4.1.217	mannosyl-3-phosphoglycerate synthase
3.2.1.96	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
3.2.1.113	mannosyl-oligosaccharide 1,2-alpha-mannosidase
3.2.1.114	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase
3.2.1.106	mannosyl-oligosaccharide glucosidase
3.1.3.79	mannosylfructose-phosphate phosphatase
2.4.1.246	mannosylfructose-phosphate synthase
3.2.1.152	mannosylglycoprotein endo-beta-mannosidase
2.4.1.138	mannotetraose 2-alpha-N-acetylglucosaminyltransferase
1.1.1.131	mannuronate reductase
3.4.21.B5 (preliminary BRENDA-supplied EC number)	mast cell protease 5
3.4.24.23	matrilysin
3.4.21.109	matriptase
3.4.24.B3 (preliminary BRENDA-supplied EC number)	matrix metalloproteinase-11
3.4.24.B4 (preliminary BRENDA-supplied EC number)	matrix metalloproteinase-13
3.4.24.B5 (preliminary BRENDA-supplied EC number)	matrix metalloproteinase-15
3.4.24.B6 (preliminary BRENDA-supplied EC number)	matrix metalloproteinase-20
3.4.24.B7 (preliminary BRENDA-supplied EC number)	matrix metalloproteinase-26
1.14.13.4	melilotate 3-monooxygenase
3.4.23.45	memapsin 1
3.4.23.46	memapsin 2
3.4.17.16	membrane Pro-Xaa carboxypeptidase
3.4.11.2	membrane alanyl aminopeptidase
3.4.13.19	membrane dipeptidase
2.7.8.21	membrane-oligosaccharide glycerophosphotransferase
3.4.24.80	membrane-type matrix metalloproteinase-1
3.4.24.18	meprin A
3.4.24.63	meprin B
1.16.1.1	mercury(II) reductase
1.3.1.7	meso-tartrate dehydrogenase
1.14.13.25	methane monooxygenase
1.14.13.B4 (preliminary BRENDA-supplied EC number)	methanesulfonate monooxygenase
1.8.3.4	methanethiol oxidase
4.2.1.114	methanogen homoaconitase
1.1.1.244	methanol dehydrogenase
2.1.1.90	methanol-5-hydroxybenzimidazolylcobamide Co-methyltransferase
3.5.4.9	methenyltetrahydrofolate cyclohydrolase
3.5.4.27	methenyltetrahydromethanopterin cyclohydrolase
2.1.1.12	methionine S-methyltransferase
2.5.1.6	methionine adenosyltransferase
4.4.1.11	methionine gamma-lyase
2.1.1.13	methionine synthase
2.6.1.73	methionine-glyoxylate transaminase
3.4.11.18	methionyl aminopeptidase
2.1.2.9	methionyl-tRNA formyltransferase
2.4.1.171	methyl-ONN-azoxymethanol beta-D-glucosyltransferase
2.1.1.21	methylamine-glutamate N-methyltransferase
1.20.4.2	methylarsonate reductase
4.3.1.2	methylaspartate ammonia-lyase
2.1.1.63	methylated-DNA-[protein]-cysteine S-methyltransferase
2.1.1.16	methylene-fatty-acyl-phospholipid synthase
3.5.3.21	methylenediurea deaminase
1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
1.5.1.5	methylenetetrahydrofolate dehydrogenase (NADP+)
1.5.7.1	methylenetetrahydrofolate reductase (ferredoxin)
1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
2.1.1.74	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase(FADH2-oxidizing)
4.2.1.18	methylglutaconyl-CoA hydratase
1.5.99.5	methylglutamate dehydrogenase
1.1.1.78	methylglyoxal reductase (NADH-dependent)
1.1.1.283	methylglyoxal reductase (NADPH-dependent)
4.2.3.3	methylglyoxal synthase
3.5.3.16	methylguanidinase
5.3.3.6	methylitaconate DELTA-isomerase
1.2.1.27	methylmalonate-semialdehyde dehydrogenase (acylating)
2.1.3.1	methylmalonyl-CoA carboxytransferase
1.13.12.11	methylphenyltetrahydropyridine N-monooxygenase
3.1.3.14	methylphosphothioglycerate phosphatase
2.1.1.84	methylquercetagetin 6-O-methyltransferase
1.14.13.72	methylsterol monooxygenase
1.14.13.37	methyltetrahydroprotoberberine 14-monooxygenase
3.2.2.16	methylthioadenosine nucleosidase
4.2.1.109	methylthioribulose 1-phosphate dehydratase
3.1.1.56	methylumbelliferyl-acetate deacetylase
3.4.21.3	metridin
1.1.1.32	mevaldate reductase
